video_id,split,num_detections,num_paths,num_unmatched_paths,num_verified_positive_paths,num_null_paths,has_null_block
349,cal,19,13,1,0,1,True
357,cal,23,6,3,0,3,True
358,cal,32,15,7,0,7,True
361,test,28,14,1,0,1,True
366,test,18,6,2,0,2,True
369,cal,40,27,22,0,22,True
371,cal,74,48,35,2,33,True
377,test,58,18,5,0,5,True
379,cal,25,6,0,0,0,False
383,cal,39,17,7,0,7,True
384,cal,5,5,0,0,0,False
388,cal,23,8,1,0,1,True
399,cal,14,7,4,0,4,True
400,test,19,14,8,0,8,True
415,test,41,21,13,0,13,True
417,cal,16,10,3,0,3,True
431,tune,40,12,1,0,1,True
433,test,25,8,3,0,3,True
445,test,6,6,4,0,4,True
452,test,2,2,1,0,1,True
456,test,20,15,4,0,4,True
461,cal,55,16,8,0,8,True
462,test,16,4,0,0,0,False
483,test,39,12,4,1,3,True
488,test,20,7,2,0,2,True
496,tune,19,4,1,0,1,True
498,test,23,7,2,0,2,True
501,cal,12,4,0,0,0,False
502,cal,14,4,2,0,2,True
508,tune,26,8,2,0,2,True
515,cal,30,9,4,0,4,True
516,cal,28,19,7,0,7,True
524,test,18,5,1,0,1,True
535,test,100,33,24,0,24,True
545,cal,18,10,2,0,2,True
546,test,31,9,3,0,3,True
551,cal,14,3,0,0,0,False
560,cal,33,21,7,0,7,True
568,test,15,5,0,0,0,False
569,cal,12,8,5,0,5,True
575,cal,32,14,3,1,2,True
583,cal,21,10,7,0,7,True
592,test,20,8,0,0,0,False
594,test,20,8,2,0,2,True
595,cal,16,6,6,0,6,True
601,cal,9,7,4,0,4,True
611,cal,10,3,0,0,0,False
621,test,22,8,2,0,2,True
630,cal,23,8,3,0,3,True
632,cal,25,8,4,0,4,True
633,cal,21,17,7,0,7,True
635,cal,38,14,10,0,10,True
650,cal,38,17,8,0,8,True
653,cal,21,18,18,0,18,True
661,cal,42,15,9,0,9,True
662,cal,36,20,6,0,6,True
677,cal,4,3,1,0,1,True
678,cal,1,1,0,0,0,False
689,test,13,12,8,0,8,True
693,cal,7,7,5,0,5,True
705,cal,5,4,3,0,3,True
728,cal,4,4,3,0,3,True
731,cal,7,4,0,0,0,False
732,cal,8,7,0,0,0,False
735,cal,4,4,4,0,4,True
736,test,8,8,5,0,5,True
739,cal,5,3,2,0,2,True
767,test,4,4,2,0,2,True
775,test,16,9,4,0,4,True
777,tune,2,2,0,0,0,False
778,test,2,2,2,0,2,True
801,cal,1,1,1,0,1,True
805,tune,11,9,8,0,8,True
807,test,4,4,4,0,4,True
813,test,1,1,0,0,0,False
824,cal,11,9,6,0,6,True
825,cal,6,6,6,0,6,True
827,cal,6,5,1,0,1,True
841,cal,2,2,2,0,2,True
847,cal,6,4,3,0,3,True
849,tune,3,3,2,0,2,True
859,test,3,3,2,0,2,True
894,cal,15,10,6,0,6,True
897,test,5,3,0,0,0,False
903,test,1,1,1,0,1,True
907,test,11,9,7,0,7,True
908,cal,5,5,5,0,5,True
912,test,5,5,3,0,3,True
928,cal,5,5,3,0,3,True
934,cal,5,5,5,0,5,True
936,cal,7,5,4,0,4,True
959,test,2,2,2,0,2,True
978,test,5,5,1,0,1,True
980,tune,9,9,4,0,4,True
995,test,4,4,4,0,4,True
1008,test,12,9,8,0,8,True
1014,cal,19,4,0,0,0,False
1025,cal,4,4,1,0,1,True
1041,cal,12,3,0,0,0,False
1042,test,16,2,0,0,0,False
1043,cal,18,3,1,0,1,True
1058,test,88,58,55,0,55,True
1059,tune,19,11,7,0,7,True
1061,cal,6,5,4,0,4,True
1062,test,28,9,0,0,0,False
1066,test,18,8,5,0,5,True
1080,test,6,4,3,0,3,True
1086,test,13,4,1,0,1,True
1090,test,11,5,0,0,0,False
1097,cal,19,9,5,0,5,True
1111,test,20,14,11,0,11,True
1117,test,17,6,1,0,1,True
1126,cal,17,8,4,0,4,True
1142,test,21,4,0,0,0,False
1153,cal,12,7,0,0,0,False
1160,tune,13,5,0,0,0,False
1165,cal,15,5,1,0,1,True
1168,cal,12,3,0,0,0,False
1173,test,14,7,3,0,3,True
1190,cal,6,6,3,0,3,True
1192,cal,16,9,8,1,7,True
1201,tune,23,7,2,0,2,True
1204,cal,13,4,0,0,0,False
1208,test,1,1,0,0,0,False
1213,tune,31,10,2,0,2,True
1214,cal,5,5,4,0,4,True
1218,test,4,4,4,0,4,True
1219,test,21,6,1,0,1,True
1225,cal,18,9,5,0,5,True
1226,cal,17,8,7,0,7,True
1236,tune,14,6,2,0,2,True
1252,test,5,3,2,0,2,True
1271,tune,10,7,5,0,5,True
1277,cal,5,5,5,0,5,True
1285,test,7,7,5,0,5,True
1293,cal,17,5,0,0,0,False
1300,cal,2,2,2,0,2,True
1302,cal,13,13,6,0,6,True
1308,cal,21,5,0,0,0,False
1319,cal,5,4,4,0,4,True
1329,test,7,5,2,0,2,True
1330,cal,35,16,11,0,11,True
1338,test,7,7,7,0,7,True
1353,test,24,13,6,0,6,True
1356,tune,23,3,0,0,0,False
1365,test,14,7,1,0,1,True
1370,test,24,13,2,0,2,True
1383,test,18,4,0,0,0,False
1387,cal,15,6,0,0,0,False
1414,cal,36,5,3,1,2,True
1435,cal,31,9,3,0,3,True
1437,test,22,5,0,0,0,False
1447,cal,35,18,6,0,6,True
1453,cal,33,11,7,0,7,True
1457,cal,13,5,0,0,0,False
1458,cal,18,7,2,0,2,True
1459,cal,37,13,4,0,4,True
1479,cal,29,14,1,0,1,True
1481,cal,10,5,2,0,2,True
1482,cal,20,12,8,0,8,True
1488,cal,10,7,3,0,3,True
1491,cal,24,10,1,0,1,True
1524,test,30,12,5,0,5,True
1541,test,29,7,2,0,2,True
1574,test,22,13,0,0,0,False
1576,cal,20,9,1,0,1,True
1585,cal,11,4,0,0,0,False
1586,cal,19,7,3,0,3,True
1591,cal,28,7,0,0,0,False
1610,cal,18,4,0,0,0,False
1614,test,28,13,7,0,7,True
1617,tune,15,5,2,0,2,True
1624,cal,85,36,9,0,9,True
1630,cal,11,3,0,0,0,False
1632,cal,11,8,5,0,5,True
1643,test,20,5,1,0,1,True
1644,test,15,5,0,0,0,False
1658,test,16,10,6,0,6,True
1659,cal,12,3,0,0,0,False
1666,test,2,2,2,0,2,True
1674,test,28,13,4,0,4,True
1675,tune,58,27,12,0,12,True
1677,cal,15,8,4,0,4,True
1681,test,16,8,0,0,0,False
1686,test,60,15,0,0,0,False
1687,test,16,8,4,1,3,True
1690,cal,21,3,1,0,1,True
1691,tune,14,5,1,0,1,True
1695,cal,16,4,0,0,0,False
1699,tune,14,7,0,0,0,False
1710,cal,29,9,1,0,1,True
1711,cal,20,9,1,0,1,True
1714,cal,17,11,2,0,2,True
1720,test,20,8,5,0,5,True
1731,test,17,10,0,0,0,False
1734,test,22,7,4,0,4,True
1742,cal,6,6,1,0,1,True
1747,tune,30,13,8,2,6,True
1748,cal,17,11,0,0,0,False
1751,tune,20,9,1,0,1,True
1769,test,17,8,0,0,0,False
1779,cal,32,27,17,0,17,True
1780,cal,14,10,6,0,6,True
1790,test,21,17,4,0,4,True
1793,cal,22,20,11,0,11,True
1808,test,14,9,6,0,6,True
1810,test,18,5,4,0,4,True
1814,test,15,4,0,0,0,False
1826,test,20,16,7,0,7,True
1830,tune,30,10,5,0,5,True
1831,cal,20,13,5,0,5,True
1836,test,34,24,12,0,12,True
1874,tune,19,9,4,1,3,True
1882,test,37,13,8,0,8,True
1905,cal,16,7,0,0,0,False
1910,tune,29,10,1,0,1,True
1914,test,19,8,1,0,1,True
1923,cal,12,3,2,0,2,True
1926,tune,15,14,2,0,2,True
1927,cal,17,6,5,0,5,True
1929,cal,13,7,4,0,4,True
1933,cal,19,16,3,0,3,True
1935,cal,16,3,0,0,0,False
1939,test,9,3,1,0,1,True
1940,tune,28,13,0,0,0,False
1948,test,44,38,31,0,31,True
1949,test,43,17,10,0,10,True
1955,cal,16,7,1,0,1,True
1963,cal,13,9,7,0,7,True
1967,cal,18,13,5,0,5,True
1974,cal,15,4,1,0,1,True
1982,test,40,15,9,0,9,True
1995,cal,23,15,6,0,6,True
2003,test,17,5,0,0,0,False
2010,cal,24,10,1,0,1,True
2012,tune,25,17,14,0,14,True
2017,test,12,2,0,0,0,False
2018,cal,31,24,3,0,3,True
2023,cal,25,6,0,0,0,False
2028,test,9,2,0,0,0,False
2030,test,20,13,9,0,9,True
2031,test,24,9,2,0,2,True
2033,tune,25,4,0,0,0,False
2037,cal,25,10,5,0,5,True
2041,cal,15,4,0,0,0,False
2044,cal,19,8,5,1,4,True
2045,test,35,32,30,0,30,True
2048,test,33,24,19,0,19,True
2049,cal,16,3,0,0,0,False
2051,test,20,10,0,0,0,False
2052,test,16,10,4,0,4,True
2054,cal,15,3,0,0,0,False
2055,cal,14,5,1,0,1,True
2056,cal,8,1,0,0,0,False
2058,test,98,45,10,1,9,True
2059,cal,9,4,1,0,1,True
2064,test,26,8,5,0,5,True
2067,tune,25,4,0,0,0,False
2070,test,16,8,1,0,1,True
2072,cal,18,6,2,0,2,True
2074,tune,7,4,2,0,2,True
2076,cal,10,6,4,1,3,True
2082,test,25,9,6,0,6,True
2084,cal,19,3,0,0,0,False
2086,test,16,9,4,0,4,True
2088,test,25,8,4,0,4,True
2090,cal,28,19,11,1,10,True
2091,test,18,4,0,0,0,False
2093,cal,10,3,1,0,1,True
2100,test,20,5,1,0,1,True
2101,test,29,10,8,1,7,True
2102,test,26,10,1,0,1,True
2112,cal,45,21,5,2,3,True
2128,tune,21,9,3,0,3,True
2131,cal,12,7,0,0,0,False
2132,test,17,9,2,0,2,True
2145,tune,29,9,5,0,5,True
2148,cal,14,7,3,0,3,True
2151,test,26,6,2,0,2,True
2152,test,21,8,2,0,2,True
2156,test,8,2,1,0,1,True
2161,test,21,5,0,0,0,False
2164,test,20,7,4,0,4,True
2167,cal,24,4,2,0,2,True
2170,cal,36,8,3,0,3,True
2175,cal,20,8,3,0,3,True
2178,test,6,2,1,0,1,True
2181,cal,27,8,1,0,1,True
2182,test,16,3,1,0,1,True
2188,test,26,9,5,0,5,True
2190,cal,12,3,1,0,1,True
2194,cal,10,4,2,0,2,True
2197,cal,24,5,1,0,1,True
2201,cal,29,6,1,0,1,True
2202,cal,12,4,0,0,0,False
2207,cal,29,10,6,0,6,True
2215,cal,28,12,6,0,6,True
2221,cal,41,11,8,0,8,True
2223,test,21,4,1,0,1,True
2227,cal,20,6,4,0,4,True
2234,cal,24,8,3,0,3,True
2236,test,11,6,2,0,2,True
2238,cal,40,11,8,0,8,True
2243,cal,22,6,2,0,2,True
2244,cal,141,23,20,0,20,True
2245,test,23,14,4,0,4,True
2246,cal,23,9,4,0,4,True
2250,test,25,5,2,0,2,True
2251,cal,35,8,5,0,5,True
2260,test,22,8,3,0,3,True
2294,test,30,5,1,0,1,True
2297,cal,26,6,3,1,2,True
2300,tune,38,11,2,0,2,True
2304,test,16,4,0,0,0,False
2314,cal,15,2,0,0,0,False
2321,cal,20,15,6,0,6,True
2326,test,40,28,15,0,15,True
2330,cal,10,5,3,0,3,True
2334,test,28,17,10,0,10,True
2338,cal,13,6,3,0,3,True
2339,test,11,10,6,0,6,True
2340,cal,24,19,8,0,8,True
2354,test,16,5,0,0,0,False
2360,cal,10,3,1,0,1,True
2362,cal,21,9,2,1,1,True
2371,test,21,8,4,0,4,True
2383,test,59,35,14,0,14,True
2386,test,33,12,5,1,4,True
2396,test,40,16,6,0,6,True
2400,test,14,2,1,0,1,True
2406,test,14,2,0,0,0,False
2409,test,8,2,0,0,0,False
2414,test,12,12,7,0,7,True
2434,test,10,6,3,0,3,True
2435,cal,20,11,2,0,2,True
2443,test,9,2,0,0,0,False
2450,cal,14,4,1,0,1,True
2460,test,25,16,0,0,0,False
2461,test,17,4,1,0,1,True
2469,cal,13,4,2,0,2,True
2478,cal,23,7,1,0,1,True
2479,cal,31,19,2,0,2,True
2480,cal,18,13,11,0,11,True
2487,cal,22,7,3,0,3,True
2488,cal,8,3,0,0,0,False
2489,test,20,9,4,0,4,True
2491,test,58,44,27,0,27,True
2513,cal,19,7,3,0,3,True
2516,test,15,4,4,0,4,True
2519,cal,89,38,24,0,24,True
2522,cal,40,19,3,0,3,True
2534,cal,8,2,0,0,0,False
2535,cal,17,10,6,1,5,True
2538,test,9,3,2,0,2,True
2543,cal,6,4,2,0,2,True
2560,test,8,5,3,0,3,True
2565,test,9,5,2,0,2,True
2576,test,3,3,1,0,1,True
2578,test,8,8,7,0,7,True
2580,tune,19,10,6,1,5,True
2583,cal,5,5,5,0,5,True
2585,test,5,3,1,0,1,True
2586,tune,7,5,3,0,3,True
2608,cal,11,8,5,0,5,True
2611,test,6,6,6,0,6,True
2612,test,3,3,2,0,2,True
2623,cal,5,4,3,0,3,True
2626,test,2,2,2,0,2,True
2629,cal,3,3,3,0,3,True
2630,cal,10,4,3,0,3,True
2633,cal,5,3,0,0,0,False
2657,test,19,10,6,0,6,True
2660,cal,31,11,7,0,7,True
2666,test,23,14,9,0,9,True
2667,cal,34,19,16,0,16,True
2677,cal,28,9,3,0,3,True
2683,test,21,4,1,0,1,True
2686,test,30,15,8,0,8,True
2688,tune,29,16,4,1,3,True
2694,cal,18,4,2,0,2,True
2699,test,16,8,5,0,5,True
2703,cal,10,4,3,0,3,True
2715,test,19,10,2,0,2,True
2718,cal,23,10,1,0,1,True
2722,test,28,10,6,0,6,True
2752,cal,19,7,3,0,3,True
2755,tune,24,8,2,0,2,True
2758,test,17,9,2,0,2,True
2761,test,20,13,8,0,8,True
2772,cal,22,10,6,0,6,True
2776,test,35,10,4,0,4,True
2779,test,34,18,11,0,11,True
2795,test,16,6,5,0,5,True
2810,cal,14,6,1,0,1,True
2811,test,22,6,2,0,2,True
2812,cal,17,3,2,1,1,True
2830,test,25,6,2,0,2,True
2834,cal,21,13,9,0,9,True
2845,tune,15,4,1,0,1,True
2851,test,25,7,4,0,4,True
2862,tune,31,9,1,0,1,True
2867,cal,15,6,4,0,4,True
2873,cal,15,3,1,0,1,True
2874,cal,32,19,16,0,16,True
2894,cal,8,1,0,0,0,False
2896,tune,19,8,3,0,3,True
2901,cal,31,12,2,0,2,True
2919,tune,11,4,3,0,3,True
2930,tune,26,9,3,0,3,True
2932,test,17,5,1,0,1,True
2936,cal,18,8,2,0,2,True
2937,test,24,8,4,0,4,True
2941,cal,19,8,3,0,3,True
2975,cal,21,9,4,0,4,True
2976,cal,31,16,15,0,15,True
2977,tune,36,17,9,0,9,True
2978,cal,16,9,4,0,4,True
2987,test,32,7,1,0,1,True
2992,cal,33,9,5,0,5,True
3008,cal,27,16,13,0,13,True
3010,cal,27,12,10,1,9,True
3011,test,8,4,0,0,0,False
3012,test,24,10,0,0,0,False
3013,tune,20,6,1,0,1,True
3014,cal,29,14,11,0,11,True
3018,cal,17,7,0,0,0,False
3019,cal,43,18,17,0,17,True
3023,cal,16,5,4,0,4,True
3024,test,18,9,5,0,5,True
3025,tune,24,12,1,0,1,True
3027,test,31,19,16,0,16,True
3033,test,46,25,12,0,12,True
3037,test,12,5,3,0,3,True
3040,test,15,3,0,0,0,False
3042,cal,14,6,3,0,3,True
3043,test,25,6,0,0,0,False
3046,cal,49,8,5,0,5,True
3047,test,26,10,4,0,4,True
3050,cal,20,16,5,0,5,True
3051,test,19,5,1,0,1,True
3053,cal,38,17,11,0,11,True
3054,tune,30,13,3,0,3,True
3056,cal,21,8,0,0,0,False
3062,test,19,12,4,0,4,True
3063,cal,28,15,3,0,3,True
3065,test,17,7,1,0,1,True
3066,cal,22,12,4,0,4,True
3070,test,15,11,4,0,4,True
3072,cal,47,20,9,3,6,True
3076,cal,20,13,1,0,1,True
3078,test,46,43,10,0,10,True
3079,tune,33,10,3,0,3,True
3086,cal,38,17,6,0,6,True
3087,test,22,17,2,0,2,True
3090,test,40,23,5,0,5,True
3093,cal,33,9,1,1,0,False
3096,cal,23,8,0,0,0,False
3099,test,16,4,2,0,2,True
3100,tune,68,42,39,0,39,True
3103,test,16,5,0,0,0,False
3104,cal,20,13,0,0,0,False
3106,cal,45,32,17,0,17,True
3108,cal,60,47,14,0,14,True
3110,cal,24,8,0,0,0,False
3111,cal,20,13,2,0,2,True
3117,test,16,5,0,0,0,False
3118,tune,18,12,5,0,5,True
3119,cal,27,15,5,0,5,True
3125,test,8,3,0,0,0,False
3129,cal,20,11,3,0,3,True
3136,test,17,15,10,0,10,True
3137,test,9,2,1,0,1,True
3138,test,36,23,8,0,8,True
3144,test,36,11,2,0,2,True
3150,test,26,19,3,0,3,True
3151,cal,31,9,3,0,3,True
3153,cal,17,8,4,0,4,True
3156,test,21,6,2,0,2,True
3157,cal,16,6,4,0,4,True
3161,cal,13,6,3,0,3,True
3162,cal,21,9,6,0,6,True
3165,cal,11,6,2,0,2,True
3167,test,16,8,7,0,7,True
3168,cal,114,28,15,3,12,True
3178,cal,16,7,3,0,3,True
3179,cal,55,14,6,0,6,True
3182,cal,15,5,1,0,1,True
3185,cal,19,7,2,0,2,True
3190,test,30,11,5,0,5,True
3195,tune,19,12,5,0,5,True
3197,tune,27,4,2,0,2,True
3206,cal,44,9,1,0,1,True
3210,test,20,13,11,0,11,True
3212,tune,36,13,8,0,8,True
3216,cal,17,8,3,0,3,True
3218,test,16,10,5,0,5,True
3222,cal,20,9,4,0,4,True
3234,cal,32,8,2,0,2,True
3235,cal,37,13,2,0,2,True
3237,test,35,10,5,0,5,True
3244,cal,23,11,3,0,3,True
3247,tune,32,12,4,0,4,True
3250,test,29,15,1,0,1,True
3252,test,16,4,0,0,0,False
3255,test,21,4,0,0,0,False
3256,cal,19,10,5,0,5,True
3257,cal,29,10,5,2,3,True
3258,tune,16,14,1,0,1,True
3259,tune,17,13,4,0,4,True
3260,cal,24,19,10,0,10,True
3261,test,14,5,1,0,1,True
3265,cal,24,20,8,0,8,True
3266,cal,15,10,0,0,0,False
3268,test,50,19,13,0,13,True
3274,cal,25,11,4,0,4,True
3275,test,28,12,6,0,6,True
3276,tune,31,14,6,0,6,True
3277,test,27,18,8,0,8,True
3278,cal,23,13,1,0,1,True
3279,cal,19,14,1,0,1,True
3280,cal,19,8,2,0,2,True
3292,tune,11,6,1,0,1,True
3296,cal,20,17,4,0,4,True
3299,test,17,7,0,0,0,False
3300,cal,21,5,2,0,2,True
3304,cal,16,5,1,0,1,True
3309,cal,24,9,4,0,4,True
3314,test,4,3,2,0,2,True
3317,cal,10,9,7,0,7,True
3322,test,20,8,3,0,3,True
3324,tune,20,16,10,0,10,True
3325,cal,37,8,5,0,5,True
3326,test,20,14,5,0,5,True
3327,test,27,12,5,0,5,True
3330,test,18,12,4,0,4,True
3331,cal,31,16,7,1,6,True
3332,test,12,10,1,0,1,True
3339,cal,21,15,0,0,0,False
3341,cal,9,3,1,0,1,True
3342,cal,4,4,1,0,1,True
3343,test,17,9,7,1,6,True
3347,cal,13,6,2,0,2,True
3352,cal,28,17,1,0,1,True
3355,cal,26,7,1,0,1,True
3356,cal,21,10,3,0,3,True
3360,cal,13,6,2,0,2,True
3363,cal,11,4,0,0,0,False
3364,cal,19,9,3,0,3,True
3368,cal,19,8,5,0,5,True
3375,cal,14,10,3,0,3,True
3380,test,36,22,1,0,1,True
3382,tune,19,12,4,0,4,True
3389,test,21,11,4,0,4,True
3392,cal,22,22,15,0,15,True
3394,test,30,16,9,0,9,True
3399,cal,8,6,2,0,2,True
3401,test,29,16,9,1,8,True
3402,test,25,10,1,0,1,True
3404,test,34,11,4,0,4,True
3408,test,28,13,6,0,6,True
3410,cal,27,8,7,0,7,True
3411,test,16,9,1,0,1,True
3412,test,9,2,0,0,0,False
3413,cal,45,13,10,0,10,True
3414,test,22,13,0,0,0,False
3415,tune,20,7,2,0,2,True
3416,test,15,9,6,0,6,True
3417,cal,20,5,0,0,0,False
3418,cal,31,14,10,0,10,True
3420,cal,24,14,6,0,6,True
3423,test,66,54,36,0,36,True
3431,cal,25,13,7,0,7,True
3432,cal,26,9,1,0,1,True
3439,cal,35,11,8,0,8,True
3443,cal,69,27,6,0,6,True
3445,test,20,5,2,0,2,True
3448,cal,18,13,6,0,6,True
3456,test,70,24,12,0,12,True
3462,tune,30,16,4,0,4,True
3466,test,18,9,3,0,3,True
3469,cal,24,14,4,0,4,True
3472,cal,24,15,8,0,8,True
3474,cal,22,9,5,0,5,True
3477,cal,19,7,3,0,3,True
3478,test,13,8,4,0,4,True
3480,cal,21,11,8,0,8,True
3493,cal,17,11,8,0,8,True
3495,test,50,11,3,0,3,True
3500,tune,16,9,3,0,3,True
3506,test,9,2,0,0,0,False
3507,test,14,6,3,0,3,True
3508,cal,12,3,0,0,0,False
3511,cal,42,10,3,0,3,True
3518,test,20,7,2,0,2,True
3531,cal,20,9,0,0,0,False
3532,test,10,5,0,0,0,False
3538,test,67,49,33,0,33,True
3542,tune,19,10,6,0,6,True
3544,cal,20,6,0,0,0,False
3551,tune,16,3,1,0,1,True
3552,tune,23,7,2,0,2,True
3553,cal,22,6,0,0,0,False
3554,tune,22,18,16,0,16,True
3555,cal,17,10,4,0,4,True
3558,test,22,5,0,0,0,False
3561,cal,10,5,2,0,2,True
3564,test,18,11,1,0,1,True
3568,test,19,14,0,0,0,False
3572,cal,19,10,6,0,6,True
3573,cal,27,11,4,0,4,True
3575,tune,19,6,2,0,2,True
3578,test,39,8,5,0,5,True
3579,test,22,7,0,0,0,False
3581,cal,9,2,1,0,1,True
3584,cal,19,11,4,0,4,True
3586,cal,10,5,1,0,1,True
3590,test,15,9,4,0,4,True
3592,tune,19,12,8,0,8,True
3596,cal,11,10,0,0,0,False
3598,cal,21,10,2,0,2,True
3600,cal,97,29,14,0,14,True
3604,test,47,15,0,0,0,False
3608,test,25,10,2,0,2,True
3612,cal,12,7,3,0,3,True
3613,test,20,9,8,0,8,True
3614,cal,8,1,0,0,0,False
3617,test,10,2,1,0,1,True
3629,test,20,9,0,0,0,False
3630,cal,37,18,11,0,11,True
3640,test,21,11,10,0,10,True
3643,test,21,5,0,0,0,False
3656,test,26,8,5,0,5,True
3657,test,16,5,0,0,0,False
3676,cal,9,7,7,0,7,True
3679,test,9,6,0,0,0,False
3691,test,1,1,1,0,1,True
3701,test,9,8,5,0,5,True
3705,cal,3,3,3,0,3,True
3710,cal,1,1,1,0,1,True
3712,cal,3,3,2,0,2,True
3721,cal,5,4,3,0,3,True
3726,test,3,3,2,0,2,True
3730,cal,13,11,9,0,9,True
3741,test,3,3,2,0,2,True
3742,cal,6,5,5,0,5,True
3746,cal,3,2,1,0,1,True
3749,cal,6,6,2,0,2,True
3752,cal,12,4,4,0,4,True
3756,cal,3,3,1,0,1,True
3758,cal,7,7,3,0,3,True
3761,test,4,4,4,0,4,True
3774,cal,5,2,2,0,2,True
3776,cal,1,1,1,0,1,True
3786,cal,14,5,2,0,2,True
3796,tune,4,4,3,0,3,True
3802,test,5,5,4,0,4,True
3804,cal,1,1,1,0,1,True
3807,test,9,8,5,0,5,True
3808,cal,5,2,2,1,1,True
3810,cal,1,1,0,0,0,False
3811,tune,19,6,3,0,3,True
3819,test,8,6,3,0,3,True
3820,test,5,5,5,0,5,True
3828,test,9,4,0,0,0,False
3831,test,4,4,4,0,4,True
3838,cal,4,4,1,0,1,True
3846,cal,6,4,4,0,4,True
3862,cal,1,1,1,0,1,True
3864,tune,8,8,7,0,7,True
3867,cal,3,3,3,0,3,True
3870,cal,1,1,1,0,1,True
3872,test,1,1,1,0,1,True
3876,cal,4,4,1,0,1,True
3877,test,7,5,4,0,4,True
3878,test,14,6,5,0,5,True
3892,test,1,1,1,0,1,True
3893,cal,6,6,5,0,5,True
3898,cal,6,5,3,0,3,True
3903,tune,1,1,0,0,0,False
3907,test,2,2,1,0,1,True
3908,cal,15,11,4,0,4,True
3910,cal,13,9,8,0,8,True
3911,cal,3,2,1,0,1,True
3915,tune,2,1,0,0,0,False
3917,cal,2,2,2,0,2,True
3918,cal,7,7,3,0,3,True
3919,test,10,8,7,0,7,True
3920,cal,3,3,2,0,2,True
3926,cal,10,8,4,0,4,True
3927,tune,3,3,3,0,3,True
3938,cal,2,2,2,0,2,True
3940,test,3,3,1,0,1,True
3942,test,9,9,8,0,8,True
3948,cal,4,4,4,0,4,True
3951,test,2,2,1,0,1,True
3960,cal,1,1,1,0,1,True
3962,cal,4,3,2,0,2,True
3963,cal,2,2,1,0,1,True
3965,test,6,4,4,0,4,True
3975,cal,9,8,2,0,2,True
3976,tune,5,3,2,0,2,True
3978,test,5,2,1,0,1,True
3979,test,4,3,0,0,0,False
3981,cal,2,2,2,0,2,True
3984,test,1,1,1,0,1,True
3988,cal,17,7,4,0,4,True
3991,tune,9,7,3,0,3,True
3995,tune,15,6,3,0,3,True
4003,cal,29,17,6,0,6,True
4004,test,19,8,5,0,5,True
4006,cal,5,5,2,0,2,True
4007,cal,55,36,32,0,32,True
4009,test,23,6,1,0,1,True
4010,cal,7,2,1,0,1,True
4012,cal,14,4,1,0,1,True
4015,test,20,9,2,0,2,True
4018,test,16,3,1,1,0,False
4022,test,13,5,3,0,3,True
4028,cal,11,5,0,0,0,False
4034,cal,16,8,4,0,4,True
4035,tune,24,15,4,0,4,True
4038,cal,17,10,4,0,4,True
4041,cal,18,9,2,0,2,True
4043,cal,16,3,1,1,0,False
4044,cal,29,13,5,0,5,True
4052,tune,16,6,1,0,1,True
4055,cal,32,17,9,1,8,True
4057,tune,24,8,1,0,1,True
4060,test,10,6,2,0,2,True
4063,cal,13,5,2,0,2,True
4066,cal,9,9,2,0,2,True
4072,test,16,4,0,0,0,False
4073,tune,11,5,0,0,0,False
4079,tune,11,8,4,0,4,True
4081,test,11,5,0,0,0,False
4086,test,23,9,1,0,1,True
4088,cal,15,8,3,0,3,True
4093,tune,15,5,2,0,2,True
