audit_item_id,packet,intended_arm,source_audit_id,path_id,strong_model_label,strong_model_confidence,strong_model_support_score,model_positive,model_negative,model_uncertain,high_confidence_positive,human_label,human_confidence,human_review_status,human_positive,human_negative,ctc_dataset,sequence_id,frame_start,frame_end,evidence_scope
CTC-PHASE81-0011,calibration_audit,calibration_one_sided_support_pool,CTC-AUDIT-01904,ctc_DIC-C2DH-HeLa_02_f069_s8_to_f070_t8,uncertain,medium,0.638921,False,False,True,False,same_cell_link,high,human_confirmed,True,False,DIC-C2DH-HeLa,2,69,70,ctc_strong_model_calibration_against_existing_human_labels;retrospective_internal_calibration;not_external_human_audit;not_CTC_ground_truth;not_completed_real_audit_positive_evidence;not_materials_or_DFT_evidence
CTC-PHASE81-0012,calibration_audit,calibration_one_sided_support_pool,CTC-AUDIT-02042,ctc_PhC-C2DH-U373_02_f024_s1_to_f025_t1,same_cell_supported,medium,0.798836,True,False,False,False,same_cell_link,high,human_confirmed,True,False,PhC-C2DH-U373,2,24,25,ctc_strong_model_calibration_against_existing_human_labels;retrospective_internal_calibration;not_external_human_audit;not_CTC_ground_truth;not_completed_real_audit_positive_evidence;not_materials_or_DFT_evidence
CTC-PHASE81-0013,random_same_budget_control,random_blind_control_from_available_reviewed_rows,CTC-AUDIT-01699,ctc_PhC-C2DH-U373_02_f054_s18_to_f055_t18,same_cell_supported,medium,0.830457,True,False,False,False,same_cell_link,high,human_confirmed,True,False,PhC-C2DH-U373,2,54,55,ctc_strong_model_calibration_against_existing_human_labels;retrospective_internal_calibration;not_external_human_audit;not_CTC_ground_truth;not_completed_real_audit_positive_evidence;not_materials_or_DFT_evidence
CTC-PHASE81-0014,calibration_audit,calibration_one_sided_support_pool,CTC-AUDIT-01116,ctc_Fluo-N2DL-HeLa_02_f026_s296_to_f027_t296,same_cell_supported,high,0.900717,True,False,False,True,same_cell_link,high,human_confirmed,True,False,Fluo-N2DL-HeLa,2,26,27,ctc_strong_model_calibration_against_existing_human_labels;retrospective_internal_calibration;not_external_human_audit;not_CTC_ground_truth;not_completed_real_audit_positive_evidence;not_materials_or_DFT_evidence
CTC-PHASE81-0015,release_audit,parc_release_core,CTC-AUDIT-00660,ctc_Fluo-N2DL-HeLa_02_f043_s554_to_f044_t554,same_cell_supported,high,0.962643,True,False,False,True,same_cell_link,high,human_confirmed,True,False,Fluo-N2DL-HeLa,2,43,44,ctc_strong_model_calibration_against_existing_human_labels;retrospective_internal_calibration;not_external_human_audit;not_CTC_ground_truth;not_completed_real_audit_positive_evidence;not_materials_or_DFT_evidence
CTC-PHASE81-0016,raw_overlap_diagnostic,raw_topK_reference_overlap,CTC-AUDIT-00016,ctc_PhC-C2DH-U373_02_f075_s12_to_f076_t12,uncertain,medium,0.731247,False,False,True,False,same_cell_link,high,human_confirmed,True,False,PhC-C2DH-U373,2,75,76,ctc_strong_model_calibration_against_existing_human_labels;retrospective_internal_calibration;not_external_human_audit;not_CTC_ground_truth;not_completed_real_audit_positive_evidence;not_materials_or_DFT_evidence
CTC-PHASE81-0017,release_audit,parc_release_core,CTC-AUDIT-00958,ctc_Fluo-N2DL-HeLa_02_f048_s864_to_f049_t864,same_cell_supported,high,0.994416,True,False,False,True,same_cell_link,high,human_confirmed,True,False,Fluo-N2DL-HeLa,2,48,49,ctc_strong_model_calibration_against_existing_human_labels;retrospective_internal_calibration;not_external_human_audit;not_CTC_ground_truth;not_completed_real_audit_positive_evidence;not_materials_or_DFT_evidence
CTC-PHASE81-0018,random_same_budget_control,random_blind_control_from_available_reviewed_rows,CTC-AUDIT-00656,ctc_Fluo-N2DL-HeLa_02_f019_s551_to_f020_t551,same_cell_supported,high,0.893384,True,False,False,True,same_cell_link,high,human_confirmed,True,False,Fluo-N2DL-HeLa,2,19,20,ctc_strong_model_calibration_against_existing_human_labels;retrospective_internal_calibration;not_external_human_audit;not_CTC_ground_truth;not_completed_real_audit_positive_evidence;not_materials_or_DFT_evidence
CTC-PHASE81-0019,raw_overlap_diagnostic,raw_topK_reference_overlap,CTC-AUDIT-00073,ctc_PhC-C2DH-U373_02_f093_s12_to_f094_t12,same_cell_supported,high,0.857124,True,False,False,True,same_cell_link,high,human_confirmed,True,False,PhC-C2DH-U373,2,93,94,ctc_strong_model_calibration_against_existing_human_labels;retrospective_internal_calibration;not_external_human_audit;not_CTC_ground_truth;not_completed_real_audit_positive_evidence;not_materials_or_DFT_evidence
CTC-PHASE81-0020,calibration_audit,calibration_one_sided_support_pool,CTC-AUDIT-02488,ctc_PhC-C2DH-U373_02_f087_s4_to_f088_t4,uncertain,medium,0.594045,False,False,True,False,same_cell_link,high,human_confirmed,True,False,PhC-C2DH-U373,2,87,88,ctc_strong_model_calibration_against_existing_human_labels;retrospective_internal_calibration;not_external_human_audit;not_CTC_ground_truth;not_completed_real_audit_positive_evidence;not_materials_or_DFT_evidence
CTC-PHASE81-0021,hard_negative_or_uncertain_control,hard_negative_or_uncertain_control,CTC-AUDIT-02537,ctc_PhC-C2DH-U373_02_f080_s4_to_f081_t9,unsupported,medium,0.362345,False,True,False,False,not_same_cell_link,medium,human_confirmed,False,True,PhC-C2DH-U373,2,80,81,ctc_strong_model_calibration_against_existing_human_labels;retrospective_internal_calibration;not_external_human_audit;not_CTC_ground_truth;not_completed_real_audit_positive_evidence;not_materials_or_DFT_evidence
CTC-PHASE81-0022,release_audit,parc_release_core,CTC-AUDIT-00982,ctc_Fluo-N2DL-HeLa_02_f011_s454_to_f012_t454,same_cell_supported,high,0.918504,True,False,False,True,same_cell_link,high,human_confirmed,True,False,Fluo-N2DL-HeLa,2,11,12,ctc_strong_model_calibration_against_existing_human_labels;retrospective_internal_calibration;not_external_human_audit;not_CTC_ground_truth;not_completed_real_audit_positive_evidence;not_materials_or_DFT_evidence
CTC-PHASE81-0023,release_audit,parc_release_core,CTC-AUDIT-00984,ctc_Fluo-N2DL-HeLa_02_f048_s419_to_f049_t419,same_cell_supported,high,0.927924,True,False,False,True,same_cell_link,high,human_confirmed,True,False,Fluo-N2DL-HeLa,2,48,49,ctc_strong_model_calibration_against_existing_human_labels;retrospective_internal_calibration;not_external_human_audit;not_CTC_ground_truth;not_completed_real_audit_positive_evidence;not_materials_or_DFT_evidence
CTC-PHASE81-0024,raw_overlap_diagnostic,raw_topK_reference_overlap,CTC-AUDIT-00242,ctc_Fluo-N2DL-HeLa_02_f001_s761_to_f002_t761,same_cell_supported,high,0.940718,True,False,False,True,same_cell_link,high,human_confirmed,True,False,Fluo-N2DL-HeLa,2,1,2,ctc_strong_model_calibration_against_existing_human_labels;retrospective_internal_calibration;not_external_human_audit;not_CTC_ground_truth;not_completed_real_audit_positive_evidence;not_materials_or_DFT_evidence
CTC-PHASE81-0025,calibration_audit,calibration_one_sided_support_pool,CTC-AUDIT-02326,ctc_Fluo-N2DH-GOWT1_02_f029_s28_to_f030_t28,same_cell_supported,medium,0.772651,True,False,False,False,same_cell_link,high,human_confirmed,True,False,Fluo-N2DH-GOWT1,2,29,30,ctc_strong_model_calibration_against_existing_human_labels;retrospective_internal_calibration;not_external_human_audit;not_CTC_ground_truth;not_completed_real_audit_positive_evidence;not_materials_or_DFT_evidence
CTC-PHASE81-0026,raw_overlap_diagnostic,raw_topK_reference_overlap,CTC-AUDIT-00123,ctc_Fluo-N2DL-HeLa_02_f052_s316_to_f053_t316,same_cell_supported,medium,0.831773,True,False,False,False,same_cell_link,high,human_confirmed,True,False,Fluo-N2DL-HeLa,2,52,53,ctc_strong_model_calibration_against_existing_human_labels;retrospective_internal_calibration;not_external_human_audit;not_CTC_ground_truth;not_completed_real_audit_positive_evidence;not_materials_or_DFT_evidence
CTC-PHASE81-0027,release_audit,parc_release_core,CTC-AUDIT-00757,ctc_Fluo-N2DL-HeLa_02_f036_s338_to_f037_t338,same_cell_supported,high,0.966175,True,False,False,True,same_cell_link,high,human_confirmed,True,False,Fluo-N2DL-HeLa,2,36,37,ctc_strong_model_calibration_against_existing_human_labels;retrospective_internal_calibration;not_external_human_audit;not_CTC_ground_truth;not_completed_real_audit_positive_evidence;not_materials_or_DFT_evidence
CTC-PHASE81-0028,calibration_audit,calibration_one_sided_support_pool,CTC-AUDIT-02363,ctc_Fluo-N2DH-GOWT1_02_f000_s38_to_f001_t38,same_cell_supported,high,0.942708,True,False,False,True,same_cell_link,high,human_confirmed,True,False,Fluo-N2DH-GOWT1,2,0,1,ctc_strong_model_calibration_against_existing_human_labels;retrospective_internal_calibration;not_external_human_audit;not_CTC_ground_truth;not_completed_real_audit_positive_evidence;not_materials_or_DFT_evidence
CTC-PHASE81-0029,raw_overlap_diagnostic,raw_topK_reference_overlap,CTC-AUDIT-00210,ctc_Fluo-N2DL-HeLa_02_f013_s783_to_f014_t783,same_cell_supported,medium,0.83059,True,False,False,False,same_cell_link,high,human_confirmed,True,False,Fluo-N2DL-HeLa,2,13,14,ctc_strong_model_calibration_against_existing_human_labels;retrospective_internal_calibration;not_external_human_audit;not_CTC_ground_truth;not_completed_real_audit_positive_evidence;not_materials_or_DFT_evidence
CTC-PHASE81-0030,release_audit,parc_release_core,CTC-AUDIT-01021,ctc_Fluo-N2DL-HeLa_02_f039_s400_to_f040_t400,same_cell_supported,high,0.936906,True,False,False,True,same_cell_link,high,human_confirmed,True,False,Fluo-N2DL-HeLa,2,39,40,ctc_strong_model_calibration_against_existing_human_labels;retrospective_internal_calibration;not_external_human_audit;not_CTC_ground_truth;not_completed_real_audit_positive_evidence;not_materials_or_DFT_evidence
CTC-PHASE81-0031,release_audit,parc_release_core,CTC-AUDIT-00691,ctc_Fluo-N2DL-HeLa_02_f050_s554_to_f051_t554,same_cell_supported,high,0.969354,True,False,False,True,same_cell_link,high,human_confirmed,True,False,Fluo-N2DL-HeLa,2,50,51,ctc_strong_model_calibration_against_existing_human_labels;retrospective_internal_calibration;not_external_human_audit;not_CTC_ground_truth;not_completed_real_audit_positive_evidence;not_materials_or_DFT_evidence
CTC-PHASE81-0032,raw_overlap_diagnostic,raw_topK_reference_overlap,CTC-AUDIT-00147,ctc_PhC-C2DH-U373_02_f047_s9_to_f048_t9,uncertain,medium,0.646034,False,False,True,False,same_cell_link,high,human_confirmed,True,False,PhC-C2DH-U373,2,47,48,ctc_strong_model_calibration_against_existing_human_labels;retrospective_internal_calibration;not_external_human_audit;not_CTC_ground_truth;not_completed_real_audit_positive_evidence;not_materials_or_DFT_evidence
CTC-PHASE81-0033,raw_overlap_diagnostic,raw_topK_reference_overlap,CTC-AUDIT-00164,ctc_Fluo-N2DL-HeLa_02_f088_s578_to_f089_t578,same_cell_supported,high,0.886166,True,False,False,True,same_cell_link,high,human_confirmed,True,False,Fluo-N2DL-HeLa,2,88,89,ctc_strong_model_calibration_against_existing_human_labels;retrospective_internal_calibration;not_external_human_audit;not_CTC_ground_truth;not_completed_real_audit_positive_evidence;not_materials_or_DFT_evidence
CTC-PHASE81-0034,calibration_audit,calibration_one_sided_support_pool,CTC-AUDIT-02309,ctc_Fluo-N2DH-GOWT1_02_f017_s36_to_f018_t36,same_cell_supported,high,0.906087,True,False,False,True,same_cell_link,high,human_confirmed,True,False,Fluo-N2DH-GOWT1,2,17,18,ctc_strong_model_calibration_against_existing_human_labels;retrospective_internal_calibration;not_external_human_audit;not_CTC_ground_truth;not_completed_real_audit_positive_evidence;not_materials_or_DFT_evidence
CTC-PHASE81-0035,random_same_budget_control,random_blind_control_from_available_reviewed_rows,CTC-AUDIT-01593,ctc_DIC-C2DH-HeLa_02_f023_s28_to_f024_t28,uncertain,medium,0.697228,False,False,True,False,same_cell_link,high,human_confirmed,True,False,DIC-C2DH-HeLa,2,23,24,ctc_strong_model_calibration_against_existing_human_labels;retrospective_internal_calibration;not_external_human_audit;not_CTC_ground_truth;not_completed_real_audit_positive_evidence;not_materials_or_DFT_evidence
CTC-PHASE81-0036,release_audit,parc_release_core,CTC-AUDIT-00681,ctc_PhC-C2DH-U373_02_f019_s11_to_f020_t11,same_cell_supported,high,0.926496,True,False,False,True,same_cell_link,high,human_confirmed,True,False,PhC-C2DH-U373,2,19,20,ctc_strong_model_calibration_against_existing_human_labels;retrospective_internal_calibration;not_external_human_audit;not_CTC_ground_truth;not_completed_real_audit_positive_evidence;not_materials_or_DFT_evidence
CTC-PHASE81-0037,release_audit,parc_release_core,CTC-AUDIT-00755,ctc_Fluo-N2DL-HeLa_02_f030_s369_to_f031_t369,same_cell_supported,high,0.921566,True,False,False,True,same_cell_link,high,human_confirmed,True,False,Fluo-N2DL-HeLa,2,30,31,ctc_strong_model_calibration_against_existing_human_labels;retrospective_internal_calibration;not_external_human_audit;not_CTC_ground_truth;not_completed_real_audit_positive_evidence;not_materials_or_DFT_evidence
CTC-PHASE81-0038,hard_negative_or_uncertain_control,hard_negative_or_uncertain_control,CTC-AUDIT-02503,ctc_PhC-C2DH-U373_02_f045_s14_to_f046_t18,uncertain,medium,0.516086,False,False,True,False,not_same_cell_link,medium,human_confirmed,False,True,PhC-C2DH-U373,2,45,46,ctc_strong_model_calibration_against_existing_human_labels;retrospective_internal_calibration;not_external_human_audit;not_CTC_ground_truth;not_completed_real_audit_positive_evidence;not_materials_or_DFT_evidence
CTC-PHASE81-0039,release_audit,parc_release_core,CTC-AUDIT-00791,ctc_Fluo-N2DL-HeLa_02_f016_s359_to_f017_t359,same_cell_supported,high,0.912104,True,False,False,True,same_cell_link,high,human_confirmed,True,False,Fluo-N2DL-HeLa,2,16,17,ctc_strong_model_calibration_against_existing_human_labels;retrospective_internal_calibration;not_external_human_audit;not_CTC_ground_truth;not_completed_real_audit_positive_evidence;not_materials_or_DFT_evidence
CTC-PHASE81-0040,calibration_audit,calibration_one_sided_support_pool,CTC-AUDIT-01185,ctc_Fluo-N2DL-HeLa_02_f031_s401_to_f032_t401,same_cell_supported,high,0.881581,True,False,False,True,same_cell_link,high,human_confirmed,True,False,Fluo-N2DL-HeLa,2,31,32,ctc_strong_model_calibration_against_existing_human_labels;retrospective_internal_calibration;not_external_human_audit;not_CTC_ground_truth;not_completed_real_audit_positive_evidence;not_materials_or_DFT_evidence
CTC-PHASE81-0041,release_audit,parc_release_core,CTC-AUDIT-00718,ctc_Fluo-N2DL-HeLa_02_f046_s871_to_f047_t871,same_cell_supported,high,0.956401,True,False,False,True,same_cell_link,high,human_confirmed,True,False,Fluo-N2DL-HeLa,2,46,47,ctc_strong_model_calibration_against_existing_human_labels;retrospective_internal_calibration;not_external_human_audit;not_CTC_ground_truth;not_completed_real_audit_positive_evidence;not_materials_or_DFT_evidence
CTC-PHASE81-0042,random_same_budget_control,random_blind_control_from_available_reviewed_rows,CTC-AUDIT-01227,ctc_Fluo-N2DL-HeLa_02_f046_s296_to_f047_t296,same_cell_supported,high,0.949046,True,False,False,True,same_cell_link,high,human_confirmed,True,False,Fluo-N2DL-HeLa,2,46,47,ctc_strong_model_calibration_against_existing_human_labels;retrospective_internal_calibration;not_external_human_audit;not_CTC_ground_truth;not_completed_real_audit_positive_evidence;not_materials_or_DFT_evidence
CTC-PHASE81-0043,calibration_audit,calibration_one_sided_support_pool,CTC-AUDIT-01764,ctc_DIC-C2DH-HeLa_02_f049_s4_to_f050_t4,uncertain,medium,0.624578,False,False,True,False,same_cell_link,high,human_confirmed,True,False,DIC-C2DH-HeLa,2,49,50,ctc_strong_model_calibration_against_existing_human_labels;retrospective_internal_calibration;not_external_human_audit;not_CTC_ground_truth;not_completed_real_audit_positive_evidence;not_materials_or_DFT_evidence
CTC-PHASE81-0044,release_audit,parc_release_core,CTC-AUDIT-00898,ctc_Fluo-N2DL-HeLa_02_f046_s826_to_f047_t826,same_cell_supported,high,0.97274,True,False,False,True,same_cell_link,high,human_confirmed,True,False,Fluo-N2DL-HeLa,2,46,47,ctc_strong_model_calibration_against_existing_human_labels;retrospective_internal_calibration;not_external_human_audit;not_CTC_ground_truth;not_completed_real_audit_positive_evidence;not_materials_or_DFT_evidence
CTC-PHASE81-0045,calibration_audit,calibration_one_sided_support_pool,CTC-AUDIT-02350,ctc_Fluo-N2DH-GOWT1_02_f063_s62_to_f064_t62,uncertain,medium,0.591685,False,False,True,False,same_cell_link,high,human_confirmed,True,False,Fluo-N2DH-GOWT1,2,63,64,ctc_strong_model_calibration_against_existing_human_labels;retrospective_internal_calibration;not_external_human_audit;not_CTC_ground_truth;not_completed_real_audit_positive_evidence;not_materials_or_DFT_evidence
CTC-PHASE81-0046,raw_overlap_diagnostic,raw_topK_reference_overlap,CTC-AUDIT-00101,ctc_Fluo-N2DL-HeLa_02_f029_s807_to_f030_t807,same_cell_supported,high,0.884826,True,False,False,True,same_cell_link,high,human_confirmed,True,False,Fluo-N2DL-HeLa,2,29,30,ctc_strong_model_calibration_against_existing_human_labels;retrospective_internal_calibration;not_external_human_audit;not_CTC_ground_truth;not_completed_real_audit_positive_evidence;not_materials_or_DFT_evidence
CTC-PHASE81-0047,random_same_budget_control,random_blind_control_from_available_reviewed_rows,CTC-AUDIT-02423,ctc_Fluo-N2DH-GOWT1_02_f087_s17_to_f088_t17,same_cell_supported,high,0.92318,True,False,False,True,same_cell_link,high,human_confirmed,True,False,Fluo-N2DH-GOWT1,2,87,88,ctc_strong_model_calibration_against_existing_human_labels;retrospective_internal_calibration;not_external_human_audit;not_CTC_ground_truth;not_completed_real_audit_positive_evidence;not_materials_or_DFT_evidence
CTC-PHASE81-0048,release_audit,parc_release_core,CTC-AUDIT-00947,ctc_Fluo-N2DL-HeLa_02_f018_s687_to_f019_t687,same_cell_supported,high,0.945443,True,False,False,True,same_cell_link,high,human_confirmed,True,False,Fluo-N2DL-HeLa,2,18,19,ctc_strong_model_calibration_against_existing_human_labels;retrospective_internal_calibration;not_external_human_audit;not_CTC_ground_truth;not_completed_real_audit_positive_evidence;not_materials_or_DFT_evidence
CTC-PHASE81-0049,hard_negative_or_uncertain_control,hard_negative_or_uncertain_control,CTC-AUDIT-02505,ctc_PhC-C2DH-U373_02_f056_s14_to_f057_t18,uncertain,medium,0.54406,False,False,True,False,not_same_cell_link,medium,human_confirmed,False,True,PhC-C2DH-U373,2,56,57,ctc_strong_model_calibration_against_existing_human_labels;retrospective_internal_calibration;not_external_human_audit;not_CTC_ground_truth;not_completed_real_audit_positive_evidence;not_materials_or_DFT_evidence
CTC-PHASE81-0050,raw_overlap_diagnostic,raw_topK_reference_overlap,CTC-AUDIT-00226,ctc_Fluo-N2DL-HeLa_02_f001_s420_to_f002_t420,same_cell_supported,high,0.966706,True,False,False,True,same_cell_link,high,human_confirmed,True,False,Fluo-N2DL-HeLa,2,1,2,ctc_strong_model_calibration_against_existing_human_labels;retrospective_internal_calibration;not_external_human_audit;not_CTC_ground_truth;not_completed_real_audit_positive_evidence;not_materials_or_DFT_evidence
CTC-PHASE81-0051,release_audit,parc_release_core,CTC-AUDIT-00928,ctc_Fluo-N2DL-HeLa_02_f048_s703_to_f049_t703,same_cell_supported,high,0.973661,True,False,False,True,same_cell_link,high,human_confirmed,True,False,Fluo-N2DL-HeLa,2,48,49,ctc_strong_model_calibration_against_existing_human_labels;retrospective_internal_calibration;not_external_human_audit;not_CTC_ground_truth;not_completed_real_audit_positive_evidence;not_materials_or_DFT_evidence
CTC-PHASE81-0052,release_audit,parc_release_core,CTC-AUDIT-00590,ctc_PhC-C2DH-U373_02_f072_s1_to_f073_t1,same_cell_supported,high,0.930039,True,False,False,True,same_cell_link,high,human_confirmed,True,False,PhC-C2DH-U373,2,72,73,ctc_strong_model_calibration_against_existing_human_labels;retrospective_internal_calibration;not_external_human_audit;not_CTC_ground_truth;not_completed_real_audit_positive_evidence;not_materials_or_DFT_evidence
CTC-PHASE81-0053,release_audit,parc_release_core,CTC-AUDIT-00531,ctc_Fluo-N2DL-HeLa_02_f027_s558_to_f028_t558,same_cell_supported,high,0.966855,True,False,False,True,same_cell_link,high,human_confirmed,True,False,Fluo-N2DL-HeLa,2,27,28,ctc_strong_model_calibration_against_existing_human_labels;retrospective_internal_calibration;not_external_human_audit;not_CTC_ground_truth;not_completed_real_audit_positive_evidence;not_materials_or_DFT_evidence
CTC-PHASE81-0054,random_same_budget_control,random_blind_control_from_available_reviewed_rows,CTC-AUDIT-01101,ctc_Fluo-N2DL-HeLa_02_f039_s427_to_f040_t427,same_cell_supported,high,0.924453,True,False,False,True,same_cell_link,high,human_confirmed,True,False,Fluo-N2DL-HeLa,2,39,40,ctc_strong_model_calibration_against_existing_human_labels;retrospective_internal_calibration;not_external_human_audit;not_CTC_ground_truth;not_completed_real_audit_positive_evidence;not_materials_or_DFT_evidence
CTC-PHASE81-0055,release_audit,parc_release_core,CTC-AUDIT-00840,ctc_Fluo-N2DL-HeLa_02_f031_s704_to_f032_t704,same_cell_supported,high,0.911098,True,False,False,True,same_cell_link,high,human_confirmed,True,False,Fluo-N2DL-HeLa,2,31,32,ctc_strong_model_calibration_against_existing_human_labels;retrospective_internal_calibration;not_external_human_audit;not_CTC_ground_truth;not_completed_real_audit_positive_evidence;not_materials_or_DFT_evidence
CTC-PHASE81-0056,release_audit,parc_release_core,CTC-AUDIT-00800,ctc_Fluo-N2DL-HeLa_02_f027_s557_to_f028_t557,same_cell_supported,high,0.934148,True,False,False,True,same_cell_link,high,human_confirmed,True,False,Fluo-N2DL-HeLa,2,27,28,ctc_strong_model_calibration_against_existing_human_labels;retrospective_internal_calibration;not_external_human_audit;not_CTC_ground_truth;not_completed_real_audit_positive_evidence;not_materials_or_DFT_evidence
CTC-PHASE81-0057,calibration_audit,calibration_one_sided_support_pool,CTC-AUDIT-01572,ctc_PhC-C2DH-U373_02_f010_s4_to_f011_t4,same_cell_supported,medium,0.774822,True,False,False,False,same_cell_link,high,human_confirmed,True,False,PhC-C2DH-U373,2,10,11,ctc_strong_model_calibration_against_existing_human_labels;retrospective_internal_calibration;not_external_human_audit;not_CTC_ground_truth;not_completed_real_audit_positive_evidence;not_materials_or_DFT_evidence
CTC-PHASE81-0058,raw_overlap_diagnostic,raw_topK_reference_overlap,CTC-AUDIT-00228,ctc_Fluo-N2DL-HeLa_02_f017_s807_to_f018_t807,same_cell_supported,medium,0.816071,True,False,False,False,same_cell_link,high,human_confirmed,True,False,Fluo-N2DL-HeLa,2,17,18,ctc_strong_model_calibration_against_existing_human_labels;retrospective_internal_calibration;not_external_human_audit;not_CTC_ground_truth;not_completed_real_audit_positive_evidence;not_materials_or_DFT_evidence
CTC-PHASE81-0059,calibration_audit,calibration_one_sided_support_pool,CTC-AUDIT-01162,ctc_Fluo-N2DL-HeLa_02_f051_s721_to_f052_t721,same_cell_supported,high,0.957518,True,False,False,True,same_cell_link,high,human_confirmed,True,False,Fluo-N2DL-HeLa,2,51,52,ctc_strong_model_calibration_against_existing_human_labels;retrospective_internal_calibration;not_external_human_audit;not_CTC_ground_truth;not_completed_real_audit_positive_evidence;not_materials_or_DFT_evidence
