candidate_id,formula,WBM_label_available,Materials_Project_label_available,OQMD_label_available,Alexandria_label_available,GNoME_label_available,keep_for_followup,exclusion_reason,evidence_status
pgcgm-0ae3fe0bbd781d4d,RbNbNi,False,False,False,False,False,True,,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-159e916e75f65d74,V(OsW)4,False,False,False,False,False,True,,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-04ad3d4939738d3a,Li(TiI2)4,False,False,False,False,False,True,,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-2ee0c174b5dc6fca,ReSbSe,False,False,False,False,False,True,,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-55773d502dd05b19,AlMoPb,False,False,False,False,False,True,,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-3c27b5c7c936eea6,,False,False,False,False,False,False,input_candidate_not_followup_eligible|missing_formula,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-6aee8127b6b84703,Sr2HfTi2,False,False,False,False,False,True,,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-0b3fb1d0a647b824,NbNiAs,False,False,False,False,False,True,,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-23ae533039dfba8a,Tc(BiMo2)2,False,False,False,False,False,True,,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-4f4bda49e538ccd8,Cs2Be4Re,False,False,False,False,False,True,,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-1f5b931c171260d7,AgIrW,False,False,False,False,False,True,,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-a5bcc236eab57d36,,False,False,False,False,False,False,input_candidate_not_followup_eligible|missing_formula,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-81fc2eeb38be4c91,,False,False,False,False,False,False,input_candidate_not_followup_eligible|missing_formula,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-13635680727da4dc,HgSbIr,False,False,False,False,False,True,,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-57ba2c494e400ae4,Ca2Nb2Co,False,False,False,False,False,True,,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-25c15f3738924e1b,TaAl2P,False,False,False,False,False,True,,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-e71834820b80e1f1,Mg2Au2O,False,False,False,False,False,True,,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-b7015e79ffd96106,Zr4Tl4Cu,False,False,False,False,False,True,,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-f242e3aa5b545bb8,Sr2YCl,False,False,False,False,False,True,,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-9dae20b14f26cf84,,False,False,False,False,False,False,input_candidate_not_followup_eligible|missing_formula,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-c067830a3607b024,CrCoGe,False,False,False,False,False,True,,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-8b37b8ec848706b9,,False,False,False,False,False,False,input_candidate_not_followup_eligible|missing_formula,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-ed704e3ddf0a5967,Ge(PtO)2,False,False,False,False,False,True,,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-3a036e0cbfdf6368,,False,False,False,False,False,False,input_candidate_not_followup_eligible|missing_formula,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-965243861595b9b3,NaCr2P,False,False,False,False,False,True,,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-66cea0cdf4211594,VFePt,False,False,False,False,False,True,,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-ad539112c2255e5e,,False,False,False,False,False,False,input_candidate_not_followup_eligible|missing_formula,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-9c0e43778dc39c5e,BCN,False,False,False,False,False,True,,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-f943b36a86e173ca,,False,False,False,False,False,False,input_candidate_not_followup_eligible|missing_formula,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-dfa8a3dd26b1b4e3,AsPbSe,False,False,False,False,False,True,,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-437c34fa35e5e6f8,BaBeIn,False,False,False,False,False,True,,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-64a0d24b2884898a,Cr(AgI)4,False,False,False,False,False,True,,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-8ec258d3c9889fff,,False,False,False,False,False,False,input_candidate_not_followup_eligible|missing_formula,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-f282d0f0e71eb57e,NaNbTe,False,False,False,False,False,True,,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-a910e8dc89637405,Zr4TcOs8,False,False,False,False,False,True,,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-334978449f50553a,Mg4Ti4Pb,False,False,False,False,False,True,,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-3bce8ea3e859c9a9,,False,False,False,False,False,False,input_candidate_not_followup_eligible|missing_formula,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-05fb94c6eda3fa90,YSiO,False,False,False,False,False,True,,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-f87d11540ec72e7c,,False,False,False,False,False,False,input_candidate_not_followup_eligible|missing_formula,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-7cd70eb3fb4f5fe0,Tc2NiB2,False,False,False,False,False,True,,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-a8c6ef802c9689a4,V4HAu,False,False,False,False,False,True,,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-be0a58efd14a564d,RbY2N2,False,False,False,False,False,True,,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-328e98e1e1ced6eb,SbMoPt,False,False,False,False,False,True,,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-ca1c5341e064dad3,NaGa2Ru,False,False,False,False,False,True,,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-7409ad09a98bf27b,Be4AlCu2,False,False,False,False,False,True,,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-e983b58eeeb1219d,CaScNb,False,False,False,False,False,True,,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-e87c0c5a9b877273,FeBO,False,False,False,False,False,True,,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-157879d9465663f9,Co2Hg2W,False,False,False,False,False,True,,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-8cab17f40d213c69,,False,False,False,False,False,False,input_candidate_not_followup_eligible|missing_formula,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-26695f62d29c81e8,CdCN,False,False,False,False,False,True,,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-fef3a7cd65026fc6,Tl4Cd4Mo,False,False,False,False,False,True,,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-1c0476a7e0be7575,VTcGe,False,False,False,False,False,True,,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-5f096d7d30b7ac18,Rb(CdCu)4,False,False,False,False,False,True,,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-fd3fd9548744b3c4,,False,False,False,False,False,False,input_candidate_not_followup_eligible|missing_formula,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-cb853af0de04bab3,TiV2Cr,False,False,False,False,False,True,,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-4406f69c4a97ec9c,HfVNi,False,False,False,False,False,True,,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-83d6ba6b861c4e96,,False,False,False,False,False,False,input_candidate_not_followup_eligible|missing_formula,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-c096fe4047b2e732,CsNaBe,False,False,False,False,False,True,,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-58d44b2b43c4d93c,SiHgSe,False,False,False,False,False,True,,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-a92eaa6f81a55b6a,Nb2V4W,False,False,False,False,False,True,,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-0010be6188ee64ad,CaZrBi,False,False,False,False,False,True,,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-704b7c9d72b51cbb,,False,False,False,False,False,False,input_candidate_not_followup_eligible|missing_formula,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-24ec016e671bb2b6,,False,False,False,False,False,False,input_candidate_not_followup_eligible|missing_formula,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-675c6050769f9ba4,Ta2BeSi4,False,False,False,False,False,True,,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-98ea31fff614bf81,Ta(VN)2,False,False,False,False,False,True,,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-5bd70ebbb4fd68b9,Mn(Mo2Au)2,False,False,False,False,False,True,,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-3994c2efa9dd9d85,TaAlRe,False,False,False,False,False,True,,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-b32823434deab415,VHgI,False,False,False,False,False,True,,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-10e4f2530bcf50a3,TlSiPt,False,False,False,False,False,True,,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-e9a04caa5eb46357,Ca4Hg4Mo,False,False,False,False,False,True,,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-a4f59ee3c417fc1b,,False,False,False,False,False,False,input_candidate_not_followup_eligible|missing_formula,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-f75f7b0def004ac1,,False,False,False,False,False,False,input_candidate_not_followup_eligible|missing_formula,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-ce902eed50d28520,Ba4Nb2O,False,False,False,False,False,True,,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-0ebd4df127f85a26,Rb(OsSe)2,False,False,False,False,False,True,,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-24f736b2953fca77,BCN,False,False,False,False,False,True,,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-754317923d9a1623,,False,False,False,False,False,False,input_candidate_not_followup_eligible|missing_formula,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-2d8b642adcd71227,Ca(NbCu)2,False,False,False,False,False,True,,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-6d8f9e756efec0cc,Hf4GeIr4,False,False,False,False,False,True,,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-235dac208ac07bce,Ta(CoAu)2,False,False,False,False,False,True,,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-9fbcfd49fd188f7b,,False,False,False,False,False,False,input_candidate_not_followup_eligible|missing_formula,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-ebf9cfff9443209d,Ta2AlP4,False,False,False,False,False,True,,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-09d6cc91cd7a63d5,CsTaGa,False,False,False,False,False,True,,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-e5c0279e8a506581,Ag4AsIr2,False,False,False,False,False,True,,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-d2c9c29eab7adc19,,False,False,False,False,False,False,input_candidate_not_followup_eligible|missing_formula,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-7a549e08551be8cc,Y(MoCl)2,False,False,False,False,False,True,,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-e3d24db95fef6dc6,,False,False,False,False,False,False,input_candidate_not_followup_eligible|missing_formula,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-c4fa9f9434d66395,ScNbF2,False,False,False,False,False,True,,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-afc0f80279644593,,False,False,False,False,False,False,input_candidate_not_followup_eligible|missing_formula,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-fe34e9151c735cac,,False,False,False,False,False,False,input_candidate_not_followup_eligible|missing_formula,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-6fb71cfbdf58763c,Rb2Ga2Bi,False,False,False,False,False,True,,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-15bd167484280660,TiAlTc,False,False,False,False,False,True,,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-c988ccdbd98b8fc9,CsLiTc,False,False,False,False,False,True,,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-cd4b8ac6370e0104,,False,False,False,False,False,False,input_candidate_not_followup_eligible|missing_formula,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-f77207bb49e6eb76,,False,False,False,False,False,False,input_candidate_not_followup_eligible|missing_formula,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-4e6d50894923d53b,MgHgMo,False,False,False,False,False,True,,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-38e64e5fef4e9fb4,Zn2CdAg2,False,False,False,False,False,True,,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-ac33aa8c1304b5bf,,False,False,False,False,False,False,input_candidate_not_followup_eligible|missing_formula,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-eab2e3283151d119,,False,False,False,False,False,False,input_candidate_not_followup_eligible|missing_formula,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-d64bc9cd2372c446,CrCdAs,False,False,False,False,False,True,,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-24d636495f2b8b12,BaSiAg,False,False,False,False,False,True,,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-6309e1f0e15839aa,Si(TeW)2,False,False,False,False,False,True,,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-1370d6427f61db07,Be2HgAs,False,False,False,False,False,True,,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-cebc6aa4d10ccddd,Al2Cu2Pd,False,False,False,False,False,True,,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-8ca8a2284b307173,BeIrPb,False,False,False,False,False,True,,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-a55d7ac8bfd30195,,False,False,False,False,False,False,input_candidate_not_followup_eligible|missing_formula,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-10534e6da750aa46,Y2Cr2Au,False,False,False,False,False,True,,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-e870c0c48c037cb0,,False,False,False,False,False,False,input_candidate_not_followup_eligible|missing_formula,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-12f7b761a5e93a1b,,False,False,False,False,False,False,input_candidate_not_followup_eligible|missing_formula,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-45655fc81a848043,CrPbW,False,False,False,False,False,True,,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-186bdd38da94dba7,MgCdO,False,False,False,False,False,True,,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-f71afdafcd918f9f,,False,False,False,False,False,False,input_candidate_not_followup_eligible|missing_formula,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-4efd2f436b6939d6,Zn2HIr2,False,False,False,False,False,True,,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-9bfad316de593fa9,Cs(VCr)4,False,False,False,False,False,True,,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-d6b22e08a50fb993,Fe4Au2Cl,False,False,False,False,False,True,,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-c9f78dedd6c27d49,LiZrMo,False,False,False,False,False,True,,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-42d0584c0fc0ae08,Ca(NbPt)4,False,False,False,False,False,True,,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-f84aa68a8e16916e,IrSeS,False,False,False,False,False,True,,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-326c3a7674898b35,,False,False,False,False,False,False,input_candidate_not_followup_eligible|missing_formula,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-38af2f5b0a5f8a9b,,False,False,False,False,False,False,input_candidate_not_followup_eligible|missing_formula,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-d7684efda813ff0e,,False,False,False,False,False,False,input_candidate_not_followup_eligible|missing_formula,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-88de7c388c204a1e,,False,False,False,False,False,False,input_candidate_not_followup_eligible|missing_formula,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-da89ba20b9e8751e,InBiW,False,False,False,False,False,True,,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-bebf887032d7fd21,,False,False,False,False,False,False,input_candidate_not_followup_eligible|missing_formula,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-9d2021158dfffcd5,GeB2F,False,False,False,False,False,True,,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-42172fe0d3e51ce5,TlCoRu,False,False,False,False,False,True,,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-3ab75347f8b67cba,SrCoN,False,False,False,False,False,True,,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-3ded67e5f71dd03c,NbBi4F8,False,False,False,False,False,True,,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-8e73275bfaa301d0,Li2Sc2Rh,False,False,False,False,False,True,,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-028f203809f0d711,HgBiPt,False,False,False,False,False,True,,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-c76971c1a1359258,Mg2NbSb2,False,False,False,False,False,True,,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-552ab817edcc2f3d,CoTcTe,False,False,False,False,False,True,,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-8b9ce6e2011a5de8,Mn(BiP)2,False,False,False,False,False,True,,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-8716a818cea1b4f2,,False,False,False,False,False,False,input_candidate_not_followup_eligible|missing_formula,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-2eab1f930cb27618,CsOs2Ru,False,False,False,False,False,True,,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-330c06c646f549b3,,False,False,False,False,False,False,input_candidate_not_followup_eligible|missing_formula,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-a44173fa04e18181,AlGaTe,False,False,False,False,False,True,,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-c26df027be291cbc,Tl2MoSe2,False,False,False,False,False,True,,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-55dd75ad63e49c0c,BeAgB,False,False,False,False,False,True,,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-2ad2fef5f28aaf38,Cd(HIr2)2,False,False,False,False,False,True,,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-14a331ec56e2df9f,Zn2SnPb2,False,False,False,False,False,True,,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-a6906bafaa9826a8,NiTeBr,False,False,False,False,False,True,,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-9eace578027c1325,TiAgHg,False,False,False,False,False,True,,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-934c48c6ae3e7361,,False,False,False,False,False,False,input_candidate_not_followup_eligible|missing_formula,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-7bb3a7585a5db67c,,False,False,False,False,False,False,input_candidate_not_followup_eligible|missing_formula,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-4603d5fc3a0d1baf,AlPPb,False,False,False,False,False,True,,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-8aeee143110ec127,ZnInSi2,False,False,False,False,False,True,,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-fb8e458e6b63016e,NaAgSn,False,False,False,False,False,True,,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-d4580d63860e2477,,False,False,False,False,False,False,input_candidate_not_followup_eligible|missing_formula,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-9ca0bbcd767c8e75,,False,False,False,False,False,False,input_candidate_not_followup_eligible|missing_formula,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-fd2102ddef4b5bdb,Tl8AgW8,False,False,False,False,False,True,,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-5becfa28e7a0c46d,KNbRh,False,False,False,False,False,True,,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-59b246c418941185,Ga2As2N,False,False,False,False,False,True,,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-0db373c53fa420f3,,False,False,False,False,False,False,input_candidate_not_followup_eligible|missing_formula,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-d58e901d9a4c4853,Ir(Os2W)4,False,False,False,False,False,True,,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-0867761ccf13ed81,Ta4ReMo8,False,False,False,False,False,True,,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-76b21789092d122f,,False,False,False,False,False,False,input_candidate_not_followup_eligible|missing_formula,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-d2a47673aa49d646,,False,False,False,False,False,False,input_candidate_not_followup_eligible|missing_formula,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-ab99c19b97e87016,,False,False,False,False,False,False,input_candidate_not_followup_eligible|missing_formula,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-a0ebd85a912baa87,Li2Nb2Pb,False,False,False,False,False,True,,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-ab96c0799d641a57,TaBe2Cl,False,False,False,False,False,True,,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-7631d69e25b1b9e5,Tc2Te2Pb,False,False,False,False,False,True,,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-d48958544ddd1b0f,Rb2Os4Se,False,False,False,False,False,True,,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-f5cc68e3dfc54d91,GaClF,False,False,False,False,False,True,,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-b0667df9c27e328e,Mo(PCl)2,False,False,False,False,False,True,,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-e8e65665973bfd57,Y2TiSi,False,False,False,False,False,True,,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-74d67677f5195430,Cs2NiPb2,False,False,False,False,False,True,,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-e2a68dd6b7ddc767,K2LiFe,False,False,False,False,False,True,,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-0c4f24a53ffdd315,Y(Ag2Cl)2,False,False,False,False,False,True,,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-029fe696366b4694,Li2Ge2S,False,False,False,False,False,True,,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-b001e00bf6559d0c,,False,False,False,False,False,False,input_candidate_not_followup_eligible|missing_formula,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-1490af495b9131bc,,False,False,False,False,False,False,input_candidate_not_followup_eligible|missing_formula,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-7134d101d11b651b,BaLiFe,False,False,False,False,False,True,,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-d27aae3ce8d243a4,Y2Ge2Se,False,False,False,False,False,True,,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-ce44eda40a084e95,,False,False,False,False,False,False,input_candidate_not_followup_eligible|missing_formula,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-1b657433f881bbb2,,False,False,False,False,False,False,input_candidate_not_followup_eligible|missing_formula,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-6b186f5d9baa5029,BaYTi,False,False,False,False,False,True,,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-bb0cecaa820e6d39,Zr2FeAs2,False,False,False,False,False,True,,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-35c0fab0010061c1,,False,False,False,False,False,False,input_candidate_not_followup_eligible|missing_formula,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-29620d43c5bd8ac2,,False,False,False,False,False,False,input_candidate_not_followup_eligible|missing_formula,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-1ed6c5da78e50c5f,,False,False,False,False,False,False,input_candidate_not_followup_eligible|missing_formula,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-03bd11b72d25977f,Cs(SiTe)2,False,False,False,False,False,True,,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-a57c155e5383805b,RbFeMo,False,False,False,False,False,True,,candidate_pool_public_label_excluded_pending_alignnff_scores
pgcgm-6af609154c5aa5a5,,False,False,False,False,False,False,input_candidate_not_followup_eligible|missing_formula,candidate_pool_public_label_excluded_pending_alignnff_scores
