video_id,split,num_detections,num_paths,num_unmatched_paths,num_verified_positive_paths,num_null_paths,has_null_block
67,cal,17,5,3,1,2,True
68,cal,14,4,1,0,1,True
69,cal,11,3,0,0,0,False
70,cal,11,3,0,0,0,False
71,test,12,3,1,0,1,True
72,test,12,4,0,0,0,False
73,tune,20,8,1,0,1,True
74,test,25,4,0,0,0,False
75,cal,14,2,0,0,0,False
76,cal,11,2,0,0,0,False
77,cal,20,15,2,0,2,True
78,test,14,5,2,2,0,False
79,cal,16,8,4,0,4,True
80,cal,16,12,10,1,9,True
81,cal,17,5,4,0,4,True
82,tune,23,10,1,0,1,True
83,test,15,4,1,0,1,True
84,cal,14,2,0,0,0,False
85,test,32,22,13,1,12,True
86,test,18,6,1,0,1,True
87,cal,16,5,1,0,1,True
88,test,21,5,1,0,1,True
89,cal,20,6,2,0,2,True
90,cal,9,2,0,0,0,False
91,cal,11,7,4,1,3,True
92,cal,10,4,1,0,1,True
93,test,14,4,1,0,1,True
94,cal,15,4,0,0,0,False
95,tune,14,7,5,1,4,True
96,test,16,10,8,3,5,True
97,cal,4,4,1,0,1,True
98,test,7,1,0,0,0,False
99,cal,13,6,1,0,1,True
100,cal,15,10,4,1,3,True
101,test,19,11,7,2,5,True
102,test,3,1,0,0,0,False
103,cal,15,9,0,0,0,False
104,test,7,4,0,0,0,False
105,cal,19,4,2,2,0,False
106,test,17,12,4,0,4,True
107,tune,18,14,9,1,8,True
108,cal,27,7,1,0,1,True
109,cal,9,4,3,0,3,True
110,test,10,4,2,0,2,True
111,test,19,5,1,0,1,True
112,test,18,3,2,2,0,False
113,cal,16,2,0,0,0,False
114,cal,22,3,0,0,0,False
115,cal,18,3,1,1,0,False
116,test,44,10,4,0,4,True
117,test,8,1,1,1,0,False
118,cal,53,8,2,2,0,False
119,cal,24,3,0,0,0,False
120,test,15,4,0,0,0,False
121,tune,16,2,0,0,0,False
122,cal,72,14,9,7,2,True
123,test,37,5,1,1,0,False
124,cal,27,15,8,2,6,True
125,tune,18,4,1,0,1,True
126,cal,40,7,4,3,1,True
127,cal,16,4,0,0,0,False
128,test,17,3,0,0,0,False
129,cal,16,2,0,0,0,False
130,cal,32,4,2,0,2,True
131,tune,17,3,1,0,1,True
132,test,25,6,2,1,1,True
133,test,115,28,11,0,11,True
134,cal,30,6,1,1,0,False
135,cal,9,2,0,0,0,False
136,test,12,2,0,0,0,False
137,test,31,9,5,1,4,True
138,test,32,4,0,0,0,False
139,cal,13,4,0,0,0,False
140,cal,34,8,3,2,1,True
141,cal,32,7,4,1,3,True
142,cal,27,4,2,0,2,True
143,tune,40,12,3,0,3,True
144,tune,12,4,4,2,2,True
145,cal,29,6,0,0,0,False
146,cal,23,3,1,1,0,False
147,tune,12,4,0,0,0,False
148,cal,48,8,3,2,1,True
149,test,18,6,4,0,4,True
150,test,15,6,1,1,0,False
151,cal,43,7,4,4,0,False
152,cal,20,5,2,0,2,True
153,cal,17,3,1,0,1,True
154,cal,13,3,1,0,1,True
155,tune,30,4,1,0,1,True
156,cal,25,4,2,1,1,True
157,cal,16,2,0,0,0,False
158,cal,17,3,1,1,0,False
159,cal,52,11,4,0,4,True
160,test,21,5,0,0,0,False
161,cal,32,6,0,0,0,False
162,test,44,6,0,0,0,False
163,test,13,2,1,1,0,False
164,test,17,3,1,0,1,True
165,cal,41,8,1,0,1,True
166,cal,17,3,1,0,1,True
167,test,28,6,2,0,2,True
168,cal,33,5,3,0,3,True
169,cal,26,4,2,0,2,True
170,test,39,7,2,2,0,False
171,test,13,4,0,0,0,False
172,test,16,2,0,0,0,False
173,test,16,3,1,0,1,True
174,test,20,5,2,0,2,True
175,test,24,3,0,0,0,False
176,cal,53,8,2,1,1,True
177,test,16,2,0,0,0,False
178,cal,25,11,2,0,2,True
179,cal,16,3,0,0,0,False
180,cal,23,5,0,0,0,False
181,test,16,2,0,0,0,False
182,cal,21,7,1,0,1,True
183,cal,32,5,0,0,0,False
184,cal,24,3,0,0,0,False
185,test,13,2,0,0,0,False
186,cal,15,3,0,0,0,False
187,cal,17,3,0,0,0,False
188,cal,29,7,3,1,2,True
189,test,35,6,3,0,3,True
190,test,22,6,3,1,2,True
191,cal,31,8,2,2,0,False
192,test,33,5,0,0,0,False
193,cal,21,4,0,0,0,False
194,test,53,7,0,0,0,False
195,cal,11,3,1,0,1,True
196,cal,18,3,0,0,0,False
197,cal,19,7,1,0,1,True
198,test,17,3,1,0,1,True
199,cal,30,5,1,0,1,True
200,cal,11,2,1,1,0,False
201,cal,37,5,0,0,0,False
202,cal,23,3,0,0,0,False
203,cal,11,3,0,0,0,False
204,test,18,5,0,0,0,False
205,test,34,5,0,0,0,False
206,cal,42,9,3,0,3,True
207,cal,25,10,1,0,1,True
208,tune,29,5,0,0,0,False
209,cal,33,5,2,1,1,True
210,test,25,5,1,0,1,True
211,cal,42,10,3,1,2,True
212,cal,16,3,1,1,0,False
213,cal,32,6,0,0,0,False
214,test,69,16,5,3,2,True
215,cal,24,5,0,0,0,False
216,tune,48,8,6,1,5,True
217,test,85,43,8,1,7,True
218,test,52,9,4,3,1,True
219,tune,29,5,2,0,2,True
220,cal,8,1,0,0,0,False
221,test,38,22,12,0,12,True
222,test,24,11,2,0,2,True
223,cal,31,6,3,1,2,True
224,test,37,15,6,0,6,True
225,test,42,8,0,0,0,False
226,cal,24,3,0,0,0,False
227,test,23,4,1,1,0,False
228,test,40,5,4,4,0,False
229,test,58,12,3,2,1,True
230,test,41,17,5,2,3,True
231,cal,80,12,10,10,0,False
232,test,39,9,1,0,1,True
233,cal,16,3,0,0,0,False
234,test,42,6,1,1,0,False
235,test,27,5,1,0,1,True
236,test,23,6,2,1,1,True
237,test,24,3,0,0,0,False
238,test,54,9,1,0,1,True
239,cal,10,3,2,0,2,True
240,test,37,6,3,0,3,True
241,tune,26,6,3,0,3,True
242,cal,25,5,4,2,2,True
243,tune,39,8,2,0,2,True
244,cal,26,5,1,0,1,True
245,cal,23,12,10,0,10,True
246,cal,18,4,1,0,1,True
247,cal,24,4,1,0,1,True
248,test,25,4,0,0,0,False
249,cal,24,9,3,1,2,True
250,cal,72,29,13,0,13,True
251,cal,36,8,5,0,5,True
252,cal,10,3,0,0,0,False
253,cal,31,11,4,0,4,True
254,cal,8,1,0,0,0,False
255,test,39,5,2,0,2,True
256,cal,47,14,3,0,3,True
257,cal,57,14,2,0,2,True
258,test,25,4,0,0,0,False
259,test,25,5,2,0,2,True
260,cal,37,15,6,0,6,True
261,test,11,3,0,0,0,False
262,tune,38,8,2,0,2,True
263,cal,23,4,0,0,0,False
264,test,34,9,6,0,6,True
265,cal,27,9,4,0,4,True
266,cal,57,10,3,0,3,True
267,cal,16,2,0,0,0,False
268,cal,26,4,0,0,0,False
269,tune,22,3,1,0,1,True
270,cal,16,2,0,0,0,False
271,cal,18,4,0,0,0,False
272,test,49,13,3,0,3,True
273,test,28,4,0,0,0,False
274,test,68,14,7,0,7,True
275,test,33,7,2,0,2,True
276,cal,32,4,2,0,2,True
277,cal,35,6,1,0,1,True
278,cal,50,18,10,0,10,True
279,test,11,3,1,0,1,True
280,tune,32,8,5,0,5,True
281,cal,34,14,2,0,2,True
282,cal,32,4,1,0,1,True
283,test,25,4,0,0,0,False
284,tune,8,1,0,0,0,False
285,cal,55,29,17,0,17,True
286,cal,9,2,0,0,0,False
287,test,41,9,2,0,2,True
288,test,35,17,5,0,5,True
289,cal,18,3,0,0,0,False
290,test,18,3,0,0,0,False
291,cal,18,5,4,0,4,True
292,cal,14,6,1,0,1,True
293,cal,20,6,1,0,1,True
294,tune,24,18,2,0,2,True
295,cal,27,14,4,0,4,True
296,test,40,10,4,0,4,True
297,test,25,8,5,0,5,True
298,test,28,6,5,0,5,True
299,cal,86,11,3,0,3,True
300,tune,9,2,0,0,0,False
301,test,17,3,0,0,0,False
302,test,39,14,4,0,4,True
303,test,18,4,2,0,2,True
304,cal,60,9,6,0,6,True
305,test,52,14,2,0,2,True
306,tune,41,13,5,0,5,True
307,cal,27,6,0,0,0,False
308,cal,16,4,1,0,1,True
309,tune,16,2,0,0,0,False
310,test,25,4,1,0,1,True
311,cal,24,6,0,0,0,False
312,cal,26,4,0,0,0,False
313,test,32,9,5,0,5,True
314,cal,95,18,8,0,8,True
315,test,19,4,0,0,0,False
316,cal,29,5,1,0,1,True
317,test,25,14,8,0,8,True
318,cal,56,10,0,0,0,False
319,test,38,12,7,0,7,True
320,cal,32,4,0,0,0,False
321,cal,38,6,3,0,3,True
322,cal,29,10,5,0,5,True
323,tune,29,5,2,0,2,True
324,cal,25,5,2,0,2,True
325,test,18,4,1,0,1,True
326,cal,27,6,1,0,1,True
327,cal,27,6,1,0,1,True
328,test,13,4,3,0,3,True
329,test,16,2,0,0,0,False
330,cal,24,9,6,0,6,True
331,cal,13,3,0,0,0,False
332,cal,31,6,1,0,1,True
333,test,17,3,0,0,0,False
334,cal,16,2,0,0,0,False
335,test,32,7,1,0,1,True
336,cal,27,4,1,0,1,True
337,tune,27,10,3,0,3,True
338,cal,13,4,1,0,1,True
339,test,24,4,0,0,0,False
340,test,19,3,0,0,0,False
341,cal,8,1,0,0,0,False
342,cal,24,4,0,0,0,False
343,cal,16,2,1,0,1,True
344,cal,48,7,1,0,1,True
345,cal,90,20,7,0,7,True
346,test,51,11,4,0,4,True
347,test,73,11,0,0,0,False
348,test,32,4,2,0,2,True
349,test,28,7,0,0,0,False
350,cal,16,2,1,0,1,True
351,test,46,7,2,0,2,True
352,test,33,6,2,0,2,True
353,test,20,7,2,0,2,True
354,test,11,5,3,0,3,True
355,test,10,4,1,0,1,True
356,tune,26,8,1,0,1,True
357,cal,8,1,0,0,0,False
358,cal,24,3,0,0,0,False
359,cal,24,3,0,0,0,False
360,cal,8,1,0,0,0,False
361,test,24,3,0,0,0,False
362,cal,12,3,0,0,0,False
363,cal,32,7,3,0,3,True
364,cal,54,16,2,0,2,True
365,test,16,2,0,0,0,False
366,cal,63,11,3,0,3,True
367,cal,25,5,2,0,2,True
368,cal,12,4,1,0,1,True
369,cal,7,1,0,0,0,False
370,cal,17,3,0,0,0,False
371,cal,19,3,1,0,1,True
372,cal,24,4,1,0,1,True
373,test,14,3,0,0,0,False
374,cal,19,7,4,0,4,True
375,test,31,8,3,0,3,True
376,test,24,3,0,0,0,False
377,cal,16,2,0,0,0,False
378,cal,28,12,2,0,2,True
379,test,17,3,0,0,0,False
380,cal,25,4,0,0,0,False
381,cal,20,3,1,0,1,True
382,cal,60,19,14,0,14,True
383,test,30,5,2,0,2,True
384,cal,32,20,8,0,8,True
385,cal,16,2,0,0,0,False
386,tune,16,2,0,0,0,False
387,test,17,5,2,0,2,True
388,test,20,4,0,0,0,False
389,test,37,16,13,0,13,True
390,test,56,11,3,0,3,True
391,cal,30,11,8,0,8,True
392,test,45,13,7,0,7,True
393,cal,23,4,1,0,1,True
394,cal,10,2,0,0,0,False
395,test,17,3,1,0,1,True
396,cal,38,9,1,0,1,True
397,cal,43,6,0,0,0,False
398,cal,54,7,2,0,2,True
399,test,26,4,0,0,0,False
400,cal,17,3,0,0,0,False
401,cal,14,2,0,0,0,False
402,test,17,5,2,0,2,True
403,test,33,5,1,0,1,True
404,test,44,14,2,0,2,True
405,cal,48,10,0,0,0,False
406,test,24,5,1,0,1,True
407,cal,36,8,1,0,1,True
408,cal,36,6,2,0,2,True
409,tune,32,4,0,0,0,False
410,cal,17,5,2,0,2,True
411,test,18,3,0,0,0,False
412,cal,46,11,3,0,3,True
413,test,44,11,1,0,1,True
414,test,24,4,1,0,1,True
415,tune,23,5,0,0,0,False
416,test,28,7,2,0,2,True
417,cal,25,9,4,0,4,True
418,tune,27,4,1,0,1,True
419,cal,33,6,2,0,2,True
420,cal,18,3,0,0,0,False
421,cal,31,5,2,0,2,True
422,cal,18,4,0,0,0,False
423,test,26,4,0,0,0,False
424,test,89,12,5,0,5,True
425,cal,41,7,2,0,2,True
426,test,32,13,5,0,5,True
427,cal,23,10,4,0,4,True
428,cal,60,16,2,0,2,True
429,cal,26,5,1,0,1,True
430,cal,30,5,0,0,0,False
431,test,15,4,1,0,1,True
432,test,34,9,7,0,7,True
433,cal,24,3,0,0,0,False
434,cal,29,5,1,0,1,True
435,cal,12,3,0,0,0,False
436,test,31,6,0,0,0,False
437,cal,38,14,6,0,6,True
438,tune,27,6,3,0,3,True
439,test,24,10,0,0,0,False
440,cal,19,4,0,0,0,False
441,cal,18,3,0,0,0,False
442,test,31,9,1,0,1,True
443,test,39,25,20,0,20,True
444,cal,30,5,1,0,1,True
445,cal,11,3,2,0,2,True
446,cal,11,3,1,0,1,True
447,tune,31,14,2,0,2,True
448,test,9,2,0,0,0,False
449,test,25,4,0,0,0,False
450,cal,23,9,5,0,5,True
451,cal,17,3,0,0,0,False
452,cal,16,2,0,0,0,False
453,cal,88,31,28,0,28,True
454,cal,27,5,0,0,0,False
455,cal,8,1,0,0,0,False
456,test,16,2,0,0,0,False
457,cal,27,6,4,0,4,True
458,cal,57,10,3,0,3,True
459,cal,22,3,0,0,0,False
460,test,50,9,3,0,3,True
461,test,50,10,1,0,1,True
462,cal,44,7,0,0,0,False
463,test,56,7,0,0,0,False
464,cal,16,2,0,0,0,False
465,test,128,18,1,0,1,True
466,cal,85,12,5,0,5,True
468,cal,55,10,1,0,1,True
469,test,48,16,6,0,6,True
470,test,32,8,0,0,0,False
471,test,21,8,3,0,3,True
472,test,33,5,3,0,3,True
473,tune,17,4,1,0,1,True
474,cal,15,2,0,0,0,False
475,cal,35,5,1,0,1,True
476,cal,51,9,6,0,6,True
477,cal,55,9,4,0,4,True
478,tune,26,7,5,0,5,True
479,cal,59,14,7,0,7,True
480,tune,26,4,1,0,1,True
481,test,28,4,1,0,1,True
482,cal,24,3,1,0,1,True
483,cal,28,10,1,0,1,True
484,test,29,4,2,0,2,True
485,tune,10,2,0,0,0,False
486,test,77,20,8,0,8,True
487,cal,26,5,1,0,1,True
488,cal,16,3,0,0,0,False
489,cal,16,2,0,0,0,False
490,cal,34,9,8,0,8,True
491,tune,28,5,3,0,3,True
492,test,18,4,2,0,2,True
493,test,83,11,3,0,3,True
494,cal,9,2,0,0,0,False
495,cal,31,6,2,0,2,True
496,cal,25,4,0,0,0,False
497,test,28,5,2,0,2,True
498,cal,33,5,2,0,2,True
499,tune,8,1,0,0,0,False
500,test,16,2,2,0,2,True
501,test,53,11,2,0,2,True
502,test,16,5,3,0,3,True
503,cal,13,4,1,0,1,True
504,cal,19,7,4,0,4,True
505,test,36,5,0,0,0,False
506,cal,17,3,0,0,0,False
507,cal,15,3,0,0,0,False
508,test,45,9,1,0,1,True
509,test,47,7,2,0,2,True
510,cal,25,6,2,0,2,True
511,cal,33,10,4,0,4,True
512,test,20,4,0,0,0,False
513,test,30,6,2,0,2,True
514,cal,16,2,1,0,1,True
515,test,16,3,0,0,0,False
516,tune,31,7,0,0,0,False
517,test,28,4,2,0,2,True
518,test,14,2,0,0,0,False
519,test,32,7,3,0,3,True
520,test,27,10,4,0,4,True
521,test,16,2,0,0,0,False
522,test,52,24,12,0,12,True
523,test,22,7,2,0,2,True
524,cal,50,10,6,0,6,True
525,test,55,14,9,0,9,True
526,cal,11,3,0,0,0,False
527,test,108,17,0,0,0,False
528,cal,52,7,1,0,1,True
529,test,47,17,12,0,12,True
530,cal,28,4,1,0,1,True
531,cal,27,9,3,0,3,True
532,test,25,5,1,0,1,True
533,tune,64,15,8,0,8,True
534,test,22,4,0,0,0,False
535,cal,22,4,2,0,2,True
536,cal,23,5,1,0,1,True
537,test,18,4,2,0,2,True
538,cal,40,8,6,0,6,True
539,cal,1,1,1,0,1,True
540,cal,35,8,2,0,2,True
541,test,101,21,0,0,0,False
542,cal,35,20,13,0,13,True
543,cal,25,4,0,0,0,False
544,cal,12,3,0,0,0,False
545,tune,131,27,11,0,11,True
546,test,28,6,3,0,3,True
547,tune,8,1,0,0,0,False
548,test,16,2,0,0,0,False
549,cal,24,3,0,0,0,False
550,cal,22,5,1,0,1,True
551,cal,16,2,0,0,0,False
552,test,33,8,5,0,5,True
553,test,31,5,3,0,3,True
554,test,82,14,5,0,5,True
555,test,30,5,2,0,2,True
556,cal,30,22,9,0,9,True
557,cal,13,2,1,0,1,True
558,test,59,9,5,0,5,True
559,cal,17,3,0,0,0,False
560,cal,28,5,2,0,2,True
561,test,35,7,1,0,1,True
562,test,48,6,3,0,3,True
563,cal,17,3,0,0,0,False
564,test,46,7,2,0,2,True
565,test,15,5,0,0,0,False
566,cal,33,10,8,0,8,True
567,test,20,4,0,0,0,False
568,test,69,17,2,0,2,True
569,cal,57,9,4,0,4,True
570,test,38,8,1,0,1,True
571,tune,14,6,0,0,0,False
572,cal,18,5,0,0,0,False
573,tune,28,6,2,0,2,True
574,tune,96,41,8,0,8,True
575,test,82,14,4,0,4,True
576,cal,23,4,0,0,0,False
577,test,37,6,5,0,5,True
578,test,41,7,4,0,4,True
579,test,43,16,2,0,2,True
580,test,24,3,0,0,0,False
581,tune,31,12,2,0,2,True
582,cal,24,3,0,0,0,False
583,test,25,4,2,0,2,True
584,test,24,5,0,0,0,False
585,test,27,9,4,0,4,True
586,cal,27,6,1,0,1,True
587,cal,21,5,0,0,0,False
588,test,19,4,1,0,1,True
589,cal,8,1,0,0,0,False
590,test,14,5,2,0,2,True
591,cal,36,14,5,0,5,True
592,test,14,4,0,0,0,False
594,test,69,16,2,0,2,True
595,test,18,4,3,0,3,True
596,tune,5,4,2,0,2,True
597,cal,30,7,2,0,2,True
598,tune,23,4,1,0,1,True
599,tune,31,6,1,0,1,True
600,test,21,9,6,0,6,True
601,tune,118,18,17,0,17,True
602,cal,30,14,2,0,2,True
603,test,16,2,1,0,1,True
604,cal,26,5,1,0,1,True
605,test,41,11,6,0,6,True
606,test,28,4,2,0,2,True
607,test,19,4,0,0,0,False
608,cal,32,4,1,0,1,True
609,test,17,3,1,0,1,True
610,cal,47,10,1,0,1,True
611,test,40,12,5,0,5,True
612,cal,24,3,0,0,0,False
613,cal,29,8,3,0,3,True
614,cal,20,4,1,0,1,True
615,tune,16,2,0,0,0,False
616,test,33,9,6,0,6,True
617,cal,34,7,3,0,3,True
618,tune,16,2,0,0,0,False
619,cal,46,6,1,0,1,True
620,test,117,31,16,0,16,True
621,cal,20,10,1,0,1,True
622,test,24,3,0,0,0,False
623,cal,19,3,1,0,1,True
624,test,31,4,2,0,2,True
625,test,37,6,0,0,0,False
626,cal,32,8,3,0,3,True
627,cal,36,7,2,0,2,True
628,test,26,4,1,0,1,True
629,test,42,7,1,0,1,True
630,cal,34,5,2,0,2,True
631,test,18,3,0,0,0,False
632,cal,16,2,0,0,0,False
633,cal,29,6,1,0,1,True
634,cal,37,7,3,0,3,True
635,cal,15,4,0,0,0,False
636,cal,57,36,17,0,17,True
637,cal,29,8,5,0,5,True
638,cal,39,8,3,0,3,True
639,test,46,8,0,0,0,False
640,test,17,4,2,0,2,True
641,test,41,7,3,0,3,True
642,cal,26,5,3,0,3,True
643,cal,24,10,2,0,2,True
644,cal,35,5,2,0,2,True
645,cal,33,5,0,0,0,False
646,test,31,9,5,0,5,True
647,test,14,6,2,0,2,True
648,test,30,5,0,0,0,False
649,cal,16,3,0,0,0,False
650,cal,16,5,0,0,0,False
651,cal,37,19,2,0,2,True
652,test,21,3,0,0,0,False
653,cal,25,4,1,0,1,True
654,cal,25,6,0,0,0,False
655,cal,31,5,2,0,2,True
656,test,36,16,5,0,5,True
657,cal,26,4,1,0,1,True
658,cal,39,10,3,0,3,True
659,test,14,7,1,0,1,True
660,cal,32,6,0,0,0,False
661,tune,25,8,4,0,4,True
662,tune,33,8,1,0,1,True
663,tune,21,5,3,0,3,True
664,test,58,35,21,0,21,True
665,test,8,1,0,0,0,False
666,test,28,14,6,0,6,True
667,test,24,9,1,0,1,True
668,test,32,4,2,0,2,True
669,test,20,4,1,0,1,True
670,cal,24,3,0,0,0,False
671,cal,56,13,5,0,5,True
672,cal,17,3,0,0,0,False
673,cal,19,5,1,0,1,True
674,test,49,16,0,0,0,False
675,cal,38,12,1,0,1,True
676,cal,36,9,3,0,3,True
677,test,24,5,0,0,0,False
678,cal,38,20,12,0,12,True
679,cal,22,3,1,0,1,True
680,cal,27,4,1,0,1,True
681,test,22,5,0,0,0,False
682,test,44,9,1,0,1,True
683,test,35,9,4,0,4,True
684,cal,24,3,0,0,0,False
685,tune,32,6,4,0,4,True
686,cal,33,21,2,0,2,True
687,cal,78,14,1,0,1,True
688,test,53,10,4,0,4,True
689,tune,11,4,0,0,0,False
690,cal,39,9,1,0,1,True
691,test,48,8,5,0,5,True
692,test,25,5,0,0,0,False
693,test,36,7,2,0,2,True
694,cal,11,2,1,0,1,True
695,test,42,6,2,0,2,True
696,test,41,6,1,0,1,True
697,cal,24,6,3,0,3,True
698,cal,36,6,0,0,0,False
699,cal,17,3,0,0,0,False
700,cal,27,6,1,0,1,True
701,cal,40,5,0,0,0,False
702,test,28,5,2,0,2,True
703,tune,30,4,1,0,1,True
704,test,39,14,6,0,6,True
705,cal,46,8,0,0,0,False
706,tune,20,6,2,0,2,True
707,tune,8,1,1,0,1,True
708,cal,14,5,1,0,1,True
709,cal,12,3,0,0,0,False
710,cal,39,5,1,0,1,True
711,cal,14,5,1,0,1,True
712,test,24,3,0,0,0,False
713,test,29,10,6,0,6,True
714,test,27,8,3,0,3,True
715,tune,38,6,0,0,0,False
716,tune,29,5,2,0,2,True
717,test,28,4,0,0,0,False
718,test,27,6,2,0,2,True
719,cal,12,5,3,0,3,True
720,cal,16,2,0,0,0,False
721,test,22,8,1,0,1,True
722,test,39,7,2,0,2,True
723,test,37,5,1,0,1,True
724,cal,26,9,6,0,6,True
725,test,14,3,0,0,0,False
726,cal,46,8,3,0,3,True
727,cal,20,6,4,0,4,True
728,cal,41,8,5,0,5,True
729,cal,11,2,0,0,0,False
730,test,18,4,1,0,1,True
731,cal,17,6,3,0,3,True
732,cal,33,5,2,0,2,True
733,cal,30,5,1,0,1,True
734,cal,14,4,1,0,1,True
735,cal,20,4,0,0,0,False
736,cal,35,6,3,0,3,True
737,test,26,4,0,0,0,False
738,test,20,3,1,0,1,True
739,test,10,3,0,0,0,False
740,test,26,5,1,0,1,True
741,cal,73,11,0,0,0,False
742,tune,14,5,2,0,2,True
743,test,15,2,0,0,0,False
744,cal,21,3,2,0,2,True
745,test,34,5,3,0,3,True
746,cal,17,3,0,0,0,False
747,test,31,7,2,0,2,True
748,test,62,51,6,0,6,True
749,test,74,10,1,0,1,True
750,tune,13,2,1,0,1,True
751,test,40,8,0,0,0,False
752,test,31,15,3,0,3,True
753,cal,18,3,0,0,0,False
754,cal,23,14,1,0,1,True
755,cal,81,17,5,0,5,True
756,cal,27,6,0,0,0,False
757,test,52,21,12,0,12,True
758,cal,31,9,1,0,1,True
759,cal,28,5,0,0,0,False
760,test,35,7,2,0,2,True
761,cal,17,6,3,0,3,True
762,test,44,13,2,0,2,True
763,test,20,4,2,0,2,True
764,test,19,3,0,0,0,False
765,cal,16,2,0,0,0,False
766,tune,38,6,1,0,1,True
767,cal,41,17,10,0,10,True
768,cal,73,10,1,0,1,True
769,cal,30,16,1,0,1,True
770,cal,68,12,5,0,5,True
771,cal,51,19,0,0,0,False
772,test,8,1,0,0,0,False
773,cal,21,3,0,0,0,False
774,test,19,7,1,0,1,True
775,test,19,3,2,0,2,True
776,cal,16,2,0,0,0,False
777,test,24,3,1,0,1,True
778,cal,25,7,3,0,3,True
779,cal,35,5,1,0,1,True
780,cal,18,5,2,0,2,True
781,test,26,5,2,0,2,True
782,test,122,17,8,0,8,True
783,cal,59,18,6,0,6,True
784,test,46,10,4,0,4,True
785,cal,39,8,2,0,2,True
786,cal,16,3,0,0,0,False
787,test,16,2,0,0,0,False
788,cal,44,9,2,0,2,True
789,cal,27,5,0,0,0,False
790,cal,57,11,0,0,0,False
791,test,72,12,6,0,6,True
792,cal,14,2,1,0,1,True
793,test,24,3,0,0,0,False
794,cal,25,4,0,0,0,False
795,test,24,3,0,0,0,False
796,test,17,7,0,0,0,False
797,cal,39,6,1,0,1,True
798,test,86,28,9,0,9,True
799,test,15,3,0,0,0,False
800,test,9,2,0,0,0,False
801,tune,45,9,2,0,2,True
802,cal,25,4,1,0,1,True
803,test,69,28,4,0,4,True
804,test,46,6,3,0,3,True
805,cal,19,10,7,0,7,True
806,tune,16,2,0,0,0,False
807,test,41,6,3,0,3,True
808,test,18,4,1,0,1,True
809,test,34,8,5,0,5,True
810,cal,48,18,7,0,7,True
811,cal,30,21,12,0,12,True
812,tune,28,8,0,0,0,False
813,cal,23,9,3,0,3,True
814,cal,16,4,0,0,0,False
815,test,25,6,1,0,1,True
816,cal,31,6,0,0,0,False
817,cal,25,6,4,0,4,True
818,test,24,14,4,0,4,True
819,cal,18,4,1,0,1,True
820,test,16,3,1,0,1,True
821,cal,40,6,1,0,1,True
822,test,16,3,1,0,1,True
823,test,29,7,2,0,2,True
824,tune,31,4,0,0,0,False
825,test,16,2,0,0,0,False
826,test,40,11,4,0,4,True
827,tune,24,3,0,0,0,False
828,cal,18,5,1,0,1,True
829,test,16,2,0,0,0,False
830,test,65,9,4,0,4,True
831,test,52,20,1,0,1,True
832,test,20,4,0,0,0,False
833,cal,11,2,0,0,0,False
834,cal,18,6,1,0,1,True
835,test,33,5,1,0,1,True
836,cal,46,10,4,0,4,True
838,cal,56,9,2,0,2,True
839,cal,22,3,1,0,1,True
