method,audit_policy,empty_block_policy,alpha1,score_source,n_cal_total,n_covered,n_excluded_empty,n_rank_denominator,n_rank,n_nonempty,n_empty_null_videos,n_inf_blockmax_videos,gamma,gamma_star_eff,p_min_theoretical,p_min_block,p_min_effective,emax_theoretical,emax_effective,required_emax,release_feasible,max_observed_e,mean_observed_e,candidate_budget_M,real_candidate_count,dummy_paths,released,official_supported,unsupported,unsupported_actually_true,unsupported_actually_false,unsupported_uncertain,unsupported_unlabeled,audited_released,true_released,false_released,uncertain_released,utr,audited_ftr_on_labeled_released,audited_ftr_supported_plus_labeled,conservative_ftr_uncertain_and_unlabeled_false,recall_proxy,verified_positive_removed,null_superset_size,tau_k,self_consistency_margin,best_margin_k,best_margin_tau,best_margin,selected_e_min,selected_e_mean,selected_e_max,empty_reason,empty_diagnostic,seed,method_family,runtime_sec,baseline_note
null_superset_no_audit,remove_official_gt_matches_only,coverage_conditional,0.1,final_score_proxy,671.0,667.0,4.0,667.0,667.0,667.0,4.0,0.0,0.153744725528706,0.153744725528706,0.0014880952380952,0.0014970059880239,0.0014970059880239,37.97312909258551,37.781761838652166,10.0,True,37.781761838652166,3.211874094769053,100,100.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,29173.0,,,100.0,10.0,-8.86608428165738,,,,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs,0,certified_or_core_baseline,,
null_superset_no_audit,remove_official_gt_matches_only,coverage_conditional,0.1,final_score_proxy,671.0,667.0,4.0,667.0,667.0,667.0,4.0,0.0,0.153744725528706,0.153744725528706,0.0014880952380952,0.0014970059880239,0.0014970059880239,37.97312909258551,37.781761838652166,10.0,True,37.781761838652166,2.780734785340707,125,125.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,29173.0,,,125.0,10.0,-9.021633166013704,,,,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs,0,certified_or_core_baseline,,
null_superset_no_audit,remove_official_gt_matches_only,coverage_conditional,0.1,final_score_proxy,671.0,667.0,4.0,667.0,667.0,667.0,4.0,0.0,0.153744725528706,0.153744725528706,0.0014880952380952,0.0014970059880239,0.0014970059880239,37.97312909258551,37.781761838652166,10.0,True,37.781761838652166,2.462789490941799,150,150.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,29173.0,,,150.0,10.0,-9.191812083702104,,,,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs,0,certified_or_core_baseline,,
parc_track_gamma_tuned_uniform_scs,remove_official_gt_matches_and_verified_positive_for_calibration,coverage_conditional,0.1,final_score_proxy,671.0,667.0,4.0,667.0,667.0,667.0,4.0,0.0,0.153744725528706,0.153744725528706,0.0014880952380952,0.0014970059880239,0.0014970059880239,37.97312909258551,37.781761838652166,10.0,True,37.781761838652166,13.610888110960085,10,10.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,29173.0,,,10.0,10.0,-4.114959589523832,,,,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs,0,certified_or_core_baseline,,
parc_track_gamma_tuned_uniform_scs,remove_official_gt_matches_and_verified_positive_for_calibration,coverage_conditional,0.1,final_score_proxy,671.0,667.0,4.0,667.0,667.0,667.0,4.0,0.0,0.153744725528706,0.153744725528706,0.0014880952380952,0.0014970059880239,0.0014970059880239,37.97312909258551,37.781761838652166,10.0,True,37.781761838652166,7.791872875661182,25,25.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,29173.0,,,25.0,10.0,-7.126923738128904,,,,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs,0,certified_or_core_baseline,,
parc_track_gamma_tuned_uniform_scs,remove_official_gt_matches_and_verified_positive_for_calibration,coverage_conditional,0.1,final_score_proxy,671.0,667.0,4.0,667.0,667.0,667.0,4.0,0.0,0.153744725528706,0.153744725528706,0.0014880952380952,0.0014970059880239,0.0014970059880239,37.97312909258551,37.781761838652166,10.0,True,37.781761838652166,4.952834776589602,50,50.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,29173.0,,,50.0,10.0,-8.26066993123629,,,,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs,0,certified_or_core_baseline,,
parc_track_gamma_tuned_uniform_scs,remove_official_gt_matches_and_verified_positive_for_calibration,coverage_conditional,0.1,final_score_proxy,671.0,667.0,4.0,667.0,667.0,667.0,4.0,0.0,0.153744725528706,0.153744725528706,0.0014880952380952,0.0014970059880239,0.0014970059880239,37.97312909258551,37.781761838652166,10.0,True,37.781761838652166,3.845223816836282,75,75.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,29173.0,,,75.0,10.0,-8.520330844344713,,,,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs,0,certified_or_core_baseline,,
parc_track_gamma_tuned_uniform_scs,remove_official_gt_matches_and_verified_positive_for_calibration,coverage_conditional,0.1,final_score_proxy,671.0,667.0,4.0,667.0,667.0,667.0,4.0,0.0,0.153744725528706,0.153744725528706,0.0014880952380952,0.0014970059880239,0.0014970059880239,37.97312909258551,37.781761838652166,10.0,True,37.781761838652166,3.211874094769053,100,100.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,29173.0,,,100.0,10.0,-8.86608428165738,,,,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs,0,certified_or_core_baseline,,
parc_track_gamma_tuned_uniform_scs,remove_official_gt_matches_and_verified_positive_for_calibration,coverage_conditional,0.1,final_score_proxy,671.0,667.0,4.0,667.0,667.0,667.0,4.0,0.0,0.153744725528706,0.153744725528706,0.0014880952380952,0.0014970059880239,0.0014970059880239,37.97312909258551,37.781761838652166,10.0,True,37.781761838652166,2.780734785340707,125,125.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,29173.0,,,125.0,10.0,-9.021633166013704,,,,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs,0,certified_or_core_baseline,,
parc_track_gamma_tuned_uniform_scs,remove_official_gt_matches_and_verified_positive_for_calibration,coverage_conditional,0.1,final_score_proxy,671.0,667.0,4.0,667.0,667.0,667.0,4.0,0.0,0.153744725528706,0.153744725528706,0.0014880952380952,0.0014970059880239,0.0014970059880239,37.97312909258551,37.781761838652166,10.0,True,37.781761838652166,2.462789490941799,150,150.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,29173.0,,,150.0,10.0,-9.191812083702104,,,,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs,0,certified_or_core_baseline,,
confidence_threshold,,,0.1,,,,,,,,,,,,,,,,,,,,,10,,,10,1,9,,,,,,,,,0.9,,,0.9,1.0,,,,,,,,,,,,,0,diagnostic_baseline,0.0001392606645822525,score_threshold_from_calibration_null_quantile
tracklet_p_bh,,,0.1,,,,,,,,,,,,,,,,,,,,,10,,,10,1,9,,,,,,,,,0.9,,,0.9,1.0,,,,,,,,,,,,,0,diagnostic_baseline,0.00012970343232154846,tracklet_level_p_bh
tracklet_e_bh,,,0.1,,,,,,,,,,,,,,,,,,,,,10,,,10,1,9,,,,,,,,,0.9,,,0.9,1.0,,,10.0,17.006480703712583,,,,,,,,,0,diagnostic_baseline,0.00012117810547351837,tracklet_level_e_self_consistency
post_filter_e_bh,,,0.1,,,,,,,,,,,,,,,,,,,,,10,,,0,0,0,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,baseline_selected_empty,0,diagnostic_baseline,0.00029943324625492096,block_evalue_post_filter
greedy_score_no_risk,,,0.1,,,,,,,,,,,,,,,,,,,,,10,,,10,1,9,,,,,,,,,0.9,,,0.9,1.0,,,,,,,,,,,,,0,diagnostic_baseline,0.00011359341442584991,top_m_by_score_no_risk_control
confidence_threshold,,,0.1,,,,,,,,,,,,,,,,,,,,,25,,,25,1,24,,,,,,,,,0.96,,,0.96,1.0,,,,,,,,,,,,,0,diagnostic_baseline,0.00012476462870836258,score_threshold_from_calibration_null_quantile
tracklet_p_bh,,,0.1,,,,,,,,,,,,,,,,,,,,,25,,,25,1,24,,,,,,,,,0.96,,,0.96,1.0,,,,,,,,,,,,,0,diagnostic_baseline,0.00013447273522615433,tracklet_level_p_bh
tracklet_e_bh,,,0.1,,,,,,,,,,,,,,,,,,,,,25,,,25,1,24,,,,,,,,,0.96,,,0.96,1.0,,,10.0,5.858751527153707,,,,,,,,,0,diagnostic_baseline,0.00012561585754156113,tracklet_level_e_self_consistency
post_filter_e_bh,,,0.1,,,,,,,,,,,,,,,,,,,,,25,,,0,0,0,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,baseline_selected_empty,0,diagnostic_baseline,0.0003010965883731842,block_evalue_post_filter
greedy_score_no_risk,,,0.1,,,,,,,,,,,,,,,,,,,,,25,,,25,1,24,,,,,,,,,0.96,,,0.96,1.0,,,,,,,,,,,,,0,diagnostic_baseline,0.00011626910418272018,top_m_by_score_no_risk_control
confidence_threshold,,,0.1,,,,,,,,,,,,,,,,,,,,,50,,,50,2,48,,,,,,,,,0.96,,,0.96,1.0,,,,,,,,,,,,,0,diagnostic_baseline,0.00012707803398370743,score_threshold_from_calibration_null_quantile
tracklet_p_bh,,,0.1,,,,,,,,,,,,,,,,,,,,,50,,,50,2,48,,,,,,,,,0.96,,,0.96,1.0,,,,,,,,,,,,,0,diagnostic_baseline,0.00014233682304620743,tracklet_level_p_bh
tracklet_e_bh,,,0.1,,,,,,,,,,,,,,,,,,,,,50,,,50,2,48,,,,,,,,,0.96,,,0.96,1.0,,,10.0,0.8460636534271533,,,,,,,,,0,diagnostic_baseline,0.00012819096446037292,tracklet_level_e_self_consistency
post_filter_e_bh,,,0.1,,,,,,,,,,,,,,,,,,,,,50,,,0,0,0,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,baseline_selected_empty,0,diagnostic_baseline,0.00030137598514556885,block_evalue_post_filter
greedy_score_no_risk,,,0.1,,,,,,,,,,,,,,,,,,,,,50,,,50,2,48,,,,,,,,,0.96,,,0.96,1.0,,,,,,,,,,,,,0,diagnostic_baseline,0.0001175394281744957,top_m_by_score_no_risk_control
confidence_threshold,,,0.1,,,,,,,,,,,,,,,,,,,,,75,,,75,4,71,,,,,,,,,0.9466666666666667,,,0.9466666666666667,1.0,,,,,,,,,,,,,0,diagnostic_baseline,0.00013565551489591599,score_threshold_from_calibration_null_quantile
tracklet_p_bh,,,0.1,,,,,,,,,,,,,,,,,,,,,75,,,75,4,71,,,,,,,,,0.9466666666666667,,,0.9466666666666667,1.0,,,,,,,,,,,,,0,diagnostic_baseline,0.00015336833894252777,tracklet_level_p_bh
tracklet_e_bh,,,0.1,,,,,,,,,,,,,,,,,,,,,75,,,0,0,0,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,baseline_selected_empty,0,diagnostic_baseline,0.00029048603028059006,tracklet_level_e_self_consistency
post_filter_e_bh,,,0.1,,,,,,,,,,,,,,,,,,,,,75,,,0,0,0,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,baseline_selected_empty,0,diagnostic_baseline,0.0002757878974080086,block_evalue_post_filter
greedy_score_no_risk,,,0.1,,,,,,,,,,,,,,,,,,,,,75,,,75,4,71,,,,,,,,,0.9466666666666667,,,0.9466666666666667,1.0,,,,,,,,,,,,,0,diagnostic_baseline,0.00011561717838048935,top_m_by_score_no_risk_control
confidence_threshold,,,0.1,,,,,,,,,,,,,,,,,,,,,100,,,100,4,96,,,,,,,,,0.96,,,0.96,1.0,,,,,,,,,,,,,0,diagnostic_baseline,0.00014060456305742264,score_threshold_from_calibration_null_quantile
tracklet_p_bh,,,0.1,,,,,,,,,,,,,,,,,,,,,100,,,100,4,96,,,,,,,,,0.96,,,0.96,1.0,,,,,,,,,,,,,0,diagnostic_baseline,0.00013336166739463806,tracklet_level_p_bh
tracklet_e_bh,,,0.1,,,,,,,,,,,,,,,,,,,,,100,,,0,0,0,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,baseline_selected_empty,0,diagnostic_baseline,0.0002932213246822357,tracklet_level_e_self_consistency
post_filter_e_bh,,,0.1,,,,,,,,,,,,,,,,,,,,,100,,,0,0,0,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,baseline_selected_empty,0,diagnostic_baseline,0.0002728225663304329,block_evalue_post_filter
greedy_score_no_risk,,,0.1,,,,,,,,,,,,,,,,,,,,,100,,,100,4,96,,,,,,,,,0.96,,,0.96,1.0,,,,,,,,,,,,,0,diagnostic_baseline,0.00011870265007019043,top_m_by_score_no_risk_control
confidence_threshold,,,0.1,,,,,,,,,,,,,,,,,,,,,125,,,125,5,120,,,,,,,,,0.96,,,0.96,1.0,,,,,,,,,,,,,0,diagnostic_baseline,0.00016255490481853485,score_threshold_from_calibration_null_quantile
tracklet_p_bh,,,0.1,,,,,,,,,,,,,,,,,,,,,125,,,125,5,120,,,,,,,,,0.96,,,0.96,1.0,,,,,,,,,,,,,0,diagnostic_baseline,0.0001355540007352829,tracklet_level_p_bh
tracklet_e_bh,,,0.1,,,,,,,,,,,,,,,,,,,,,125,,,0,0,0,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,baseline_selected_empty,0,diagnostic_baseline,0.00029533449560403824,tracklet_level_e_self_consistency
post_filter_e_bh,,,0.1,,,,,,,,,,,,,,,,,,,,,125,,,0,0,0,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,baseline_selected_empty,0,diagnostic_baseline,0.00026814453303813934,block_evalue_post_filter
greedy_score_no_risk,,,0.1,,,,,,,,,,,,,,,,,,,,,125,,,125,5,120,,,,,,,,,0.96,,,0.96,1.0,,,,,,,,,,,,,0,diagnostic_baseline,0.00011928379535675049,top_m_by_score_no_risk_control
confidence_threshold,,,0.1,,,,,,,,,,,,,,,,,,,,,150,,,150,5,145,,,,,,,,,0.9666666666666667,,,0.9666666666666667,1.0,,,,,,,,,,,,,0,diagnostic_baseline,0.00014431122690439224,score_threshold_from_calibration_null_quantile
tracklet_p_bh,,,0.1,,,,,,,,,,,,,,,,,,,,,150,,,150,5,145,,,,,,,,,0.9666666666666667,,,0.9666666666666667,1.0,,,,,,,,,,,,,0,diagnostic_baseline,0.0001444714143872261,tracklet_level_p_bh
tracklet_e_bh,,,0.1,,,,,,,,,,,,,,,,,,,,,150,,,0,0,0,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,baseline_selected_empty,0,diagnostic_baseline,0.0002916688099503517,tracklet_level_e_self_consistency
post_filter_e_bh,,,0.1,,,,,,,,,,,,,,,,,,,,,150,,,0,0,0,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,baseline_selected_empty,0,diagnostic_baseline,0.00026841461658477783,block_evalue_post_filter
greedy_score_no_risk,,,0.1,,,,,,,,,,,,,,,,,,,,,150,,,150,5,145,,,,,,,,,0.9666666666666667,,,0.9666666666666667,1.0,,,,,,,,,,,,,0,diagnostic_baseline,0.00012364238500595093,top_m_by_score_no_risk_control
unmatched_as_false_block,treat_unmatched_as_false_baseline,coverage_conditional,0.1,final_score_proxy,671.0,666.0,5.0,666.0,666.0,666.0,5.0,0.0,0.5,0.1537801455896759,0.0014880952380952,0.0014992503748125,0.0014992503748125,12.961481396815886,12.91317157014496,10.0,True,12.91317157014496,9.93053167940391,10,10.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,29239.0,,,10.0,10.0,-2.544576917884986,,,,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs,1,certified_or_core_baseline,,
unmatched_as_false_block,treat_unmatched_as_false_baseline,coverage_conditional,0.1,final_score_proxy,671.0,666.0,5.0,666.0,666.0,666.0,5.0,0.0,0.5,0.1537801455896759,0.0014880952380952,0.0014992503748125,0.0014992503748125,12.961481396815886,12.91317157014496,10.0,True,12.91317157014496,6.844941403472415,25,25.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,29239.0,,,25.0,10.0,-6.2722884589424925,,,,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs,1,certified_or_core_baseline,,
unmatched_as_false_block,treat_unmatched_as_false_baseline,coverage_conditional,0.1,final_score_proxy,671.0,666.0,5.0,666.0,666.0,666.0,5.0,0.0,0.5,0.1537801455896759,0.0014880952380952,0.0014992503748125,0.0014992503748125,12.961481396815886,12.91317157014496,10.0,True,12.91317157014496,5.029107504554876,50,50.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,29239.0,,,50.0,10.0,-7.307417596432748,,,,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs,1,certified_or_core_baseline,,
unmatched_as_false_block,treat_unmatched_as_false_baseline,coverage_conditional,0.1,final_score_proxy,671.0,666.0,5.0,666.0,666.0,666.0,5.0,0.0,0.5,0.1537801455896759,0.0014880952380952,0.0014992503748125,0.0014992503748125,12.961481396815886,12.91317157014496,10.0,True,12.91317157014496,4.169594464085508,75,75.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,29239.0,,,75.0,10.0,-7.642388214032401,,,,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs,1,certified_or_core_baseline,,
unmatched_as_false_block,treat_unmatched_as_false_baseline,coverage_conditional,0.1,final_score_proxy,671.0,666.0,5.0,666.0,666.0,666.0,5.0,0.0,0.5,0.1537801455896759,0.0014880952380952,0.0014992503748125,0.0014992503748125,12.961481396815886,12.91317157014496,10.0,True,12.91317157014496,3.680681987910445,100,100.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,29239.0,,,100.0,10.0,-8.030759797093259,,,,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs,1,certified_or_core_baseline,,
unmatched_as_false_block,treat_unmatched_as_false_baseline,coverage_conditional,0.1,final_score_proxy,671.0,666.0,5.0,666.0,666.0,666.0,5.0,0.0,0.5,0.1537801455896759,0.0014880952380952,0.0014992503748125,0.0014992503748125,12.961481396815886,12.91317157014496,10.0,True,12.91317157014496,3.317130888856592,125,125.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,29239.0,,,125.0,10.0,-8.22623947075871,,,,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs,1,certified_or_core_baseline,,
unmatched_as_false_block,treat_unmatched_as_false_baseline,coverage_conditional,0.1,final_score_proxy,671.0,666.0,5.0,666.0,666.0,666.0,5.0,0.0,0.5,0.1537801455896759,0.0014880952380952,0.0014992503748125,0.0014992503748125,12.961481396815886,12.91317157014496,10.0,True,12.91317157014496,3.04676054254251,150,150.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,29239.0,,,150.0,10.0,-8.373093304204142,,,,no_k_satisfies_uniform_self_consistency,insufficient_high_e_mass_for_uniform_scs,1,certified_or_core_baseline,,
null_superset_no_audit,remove_official_gt_matches_only,coverage_conditional,0.1,final_score_proxy,671.0,666.0,5.0,666.0,666.0,666.0,5.0,0.0,0.1537801455896759,0.1537801455896759,0.0014880952380952,0.0014992503748125,0.0014992503748125,37.97312005507294,37.73389353320295,10.0,True,37.73389353320295,24.793323622413883,10,10.0,0.0,10,4,6,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.6,,0.0,0.6,1.0,0.0,29239.0,10.0,4.892998337989157,8.0,12.5,8.489111789710329,14.892998337989155,24.793323622413883,37.73389353320295,,,1,certified_or_core_baseline,,
